project,smell_type,count_before,count_after,delta,status
56_jhandballmoves,Testing only field accesors,36,33,-3,ok
56_jhandballmoves,Testing the same exception scenario,16,2,-14,ok
57_hft-bomberman,Asserting Constants,10,4,-6,ok
57_hft-bomberman,Asserting object initialization multiple times,244,182,-62,ok
57_hft-bomberman,Duplicated Setup,191,139,-52,ok
57_hft-bomberman,Exceptions due to incomplete setup,20,7,-13,ok
57_hft-bomberman,Exceptions due to null arguments,42,9,-33,ok
57_hft-bomberman,Multiple calls to the same void method,51,56,5,ok
57_hft-bomberman,Not asserted return values,76,28,-48,ok
57_hft-bomberman,Not asserted side effects,114,114,0,ok
57_hft-bomberman,Not null assertion,7,21,14,ok
57_hft-bomberman,Testing only field accesors,85,67,-18,ok
57_hft-bomberman,Testing the same exception scenario,24,2,-22,ok
58_fps370,Asserting object initialization multiple times,28,19,-9,ok
58_fps370,Duplicated Setup,18,15,-3,ok
58_fps370,Exceptions due to null arguments,2,1,-1,ok
58_fps370,Multiple calls to the same void method,2,2,0,ok
58_fps370,Not asserted return values,10,1,-9,ok
58_fps370,Not asserted side effects,6,6,0,ok
58_fps370,Not null assertion,0,2,2,ok
58_fps370,Testing only field accesors,2,5,3,ok
58_fps370,Testing the same exception scenario,2,0,-2,ok
59_mygrid,Asserting Constants,0,1,1,ok
59_mygrid,Asserting object initialization multiple times,143,103,-40,ok
59_mygrid,Duplicated Setup,122,98,-24,ok
59_mygrid,Exceptions due to incomplete setup,4,0,-4,ok
59_mygrid,Multiple calls to the same void method,141,140,-1,ok
59_mygrid,Not asserted return values,55,5,-50,ok
59_mygrid,Not asserted side effects,152,145,-7,ok
59_mygrid,Not null assertion,0,14,14,ok
59_mygrid,Testing only field accesors,2,31,29,ok
59_mygrid,Testing the same exception scenario,2,0,-2,ok
60_sugar,Asserting Constants,0,4,4,ok
60_sugar,Asserting object initialization multiple times,90,76,-14,ok
60_sugar,Duplicated Setup,75,66,-9,ok
60_sugar,Exceptions due to incomplete setup,7,4,-3,ok
60_sugar,Exceptions due to null arguments,2,0,-2,ok
60_sugar,Multiple calls to the same void method,35,40,5,ok
60_sugar,Not asserted return values,23,20,-3,ok
60_sugar,Not asserted side effects,52,49,-3,ok
60_sugar,Not null assertion,4,10,6,ok
60_sugar,Testing only field accesors,25,21,-4,ok
60_sugar,Testing the same exception scenario,17,5,-12,ok
61_noen,Asserting Constants,8,6,-2,ok
61_noen,Asserting object initialization multiple times,654,546,-108,ok
61_noen,Duplicated Setup,438,329,-109,ok
61_noen,Exceptions due to external dependencies,3,0,-3,ok
61_noen,Exceptions due to incomplete setup,84,41,-43,ok
61_noen,Exceptions due to null arguments,78,24,-54,ok
61_noen,Multiple calls to the same void method,71,71,0,ok
61_noen,Not asserted return values,418,275,-143,ok
61_noen,Not asserted side effects,194,170,-24,ok
61_noen,Not null assertion,15,70,55,ok
61_noen,Testing only field accesors,339,299,-40,ok
61_noen,Testing the same exception scenario,56,20,-36,ok
63_objectexplorer,Asserting Constants,2,2,0,ok
63_objectexplorer,Asserting object initialization multiple times,130,123,-7,ok
63_objectexplorer,Duplicated Setup,137,115,-22,ok
63_objectexplorer,Exceptions due to incomplete setup,11,10,-1,ok
63_objectexplorer,Exceptions due to null arguments,11,11,0,ok
63_objectexplorer,Multiple calls to the same void method,37,33,-4,ok
63_objectexplorer,Not asserted return values,13,14,1,ok
63_objectexplorer,Not asserted side effects,74,65,-9,ok
63_objectexplorer,Not null assertion,0,2,2,ok
63_objectexplorer,Testing only field accesors,62,62,0,ok
63_objectexplorer,Testing the same exception scenario,43,36,-7,ok
65_gsftp,Asserting object initialization multiple times,20,21,1,ok
65_gsftp,Duplicated Setup,5,12,7,ok
65_gsftp,Exceptions due to incomplete setup,11,11,0,ok
65_gsftp,Exceptions due to null arguments,11,10,-1,ok
65_gsftp,Multiple calls to the same void method,2,2,0,ok
65_gsftp,Not asserted return values,11,7,-4,ok
65_gsftp,Not asserted side effects,11,9,-2,ok
65_gsftp,Not null assertion,2,1,-1,ok
65_gsftp,Testing only field accesors,19,20,1,ok
65_gsftp,Testing the same exception scenario,9,3,-6,ok
67_gae-app-manager,Asserting object initialization multiple times,14,10,-4,ok
67_gae-app-manager,Duplicated Setup,0,5,5,ok
67_gae-app-manager,Exceptions due to incomplete setup,1,1,0,ok
67_gae-app-manager,Multiple calls to the same void method,0,4,4,ok
67_gae-app-manager,Not asserted return values,9,0,-9,ok
67_gae-app-manager,Not asserted side effects,8,9,1,ok
67_gae-app-manager,Not null assertion,0,1,1,ok
67_gae-app-manager,Testing only field accesors,19,16,-3,ok
68_biblestudy,Asserting Constants,1,1,0,ok
68_biblestudy,Asserting object initialization multiple times,101,99,-2,ok
68_biblestudy,Duplicated Setup,67,55,-12,ok
68_biblestudy,Exceptions due to external dependencies,1,0,-1,ok
68_biblestudy,Exceptions due to incomplete setup,17,5,-12,ok
68_biblestudy,Exceptions due to null arguments,21,3,-18,ok
68_biblestudy,Multiple calls to the same void method,23,25,2,ok
68_biblestudy,Not asserted return values,62,68,6,ok
68_biblestudy,Not asserted side effects,29,30,1,ok
68_biblestudy,Not null assertion,0,3,3,ok
68_biblestudy,Testing only field accesors,25,25,0,ok
68_biblestudy,Testing the same exception scenario,27,2,-25,ok
69_lhamacaw,Asserting Constants,3,3,0,ok
69_lhamacaw,Asserting object initialization multiple times,233,245,12,ok
69_lhamacaw,Duplicated Setup,540,500,-40,ok
69_lhamacaw,Exceptions due to incomplete setup,88,77,-11,ok
69_lhamacaw,Exceptions due to null arguments,97,82,-15,ok
69_lhamacaw,Multiple calls to the same void method,118,115,-3,ok
69_lhamacaw,Not asserted return values,130,64,-66,ok
69_lhamacaw,Not asserted side effects,181,167,-14,ok
69_lhamacaw,Not null assertion,8,50,42,ok
69_lhamacaw,Testing only field accesors,52,55,3,ok
69_lhamacaw,Testing the same exception scenario,111,64,-47,ok
70_echodep,Asserting Constants,2,3,1,ok
70_echodep,Asserting object initialization multiple times,95,93,-2,ok
70_echodep,Duplicated Setup,49,26,-23,ok
70_echodep,Exceptions due to external dependencies,4,2,-2,ok
70_echodep,Exceptions due to incomplete setup,17,4,-13,ok
70_echodep,Exceptions due to null arguments,21,6,-15,ok
70_echodep,Multiple calls to the same void method,13,15,2,ok
70_echodep,Not asserted return values,47,46,-1,ok
70_echodep,Not asserted side effects,22,19,-3,ok
70_echodep,Not null assertion,8,19,11,ok
70_echodep,Testing only field accesors,7,6,-1,ok
70_echodep,Testing the same exception scenario,36,2,-34,ok
71_ext4j,Asserting Constants,1,2,1,ok
71_ext4j,Asserting object initialization multiple times,105,61,-44,ok
71_ext4j,Duplicated Setup,27,25,-2,ok
71_ext4j,Exceptions due to incomplete setup,7,5,-2,ok
71_ext4j,Exceptions due to null arguments,7,4,-3,ok
71_ext4j,Multiple calls to the same void method,9,23,14,ok
71_ext4j,Not asserted return values,24,22,-2,ok
71_ext4j,Not asserted side effects,32,33,1,ok
71_ext4j,Not null assertion,9,7,-2,ok
71_ext4j,Testing only field accesors,64,58,-6,ok
71_ext4j,Testing the same exception scenario,7,0,-7,ok
72_battlecry,Asserting object initialization multiple times,54,45,-9,ok
72_battlecry,Duplicated Setup,42,40,-2,ok
72_battlecry,Exceptions due to incomplete setup,3,0,-3,ok
72_battlecry,Exceptions due to null arguments,4,0,-4,ok
72_battlecry,Multiple calls to the same void method,12,8,-4,ok
72_battlecry,Not asserted return values,29,23,-6,ok
72_battlecry,Not asserted side effects,15,12,-3,ok
72_battlecry,Not null assertion,0,4,4,ok
72_battlecry,Testing only field accesors,18,17,-1,ok
72_battlecry,Testing the same exception scenario,4,0,-4,ok
73_fim1,Asserting object initialization multiple times,110,56,-54,ok
73_fim1,Duplicated Setup,20,16,-4,ok
73_fim1,Exceptions due to incomplete setup,8,3,-5,ok
73_fim1,Exceptions due to null arguments,35,10,-25,ok
73_fim1,Multiple calls to the same void method,19,64,45,ok
73_fim1,Not asserted return values,21,32,11,ok
73_fim1,Not asserted side effects,83,82,-1,ok
73_fim1,Not null assertion,2,15,13,ok
73_fim1,Testing only field accesors,125,107,-18,ok
73_fim1,Testing the same exception scenario,11,0,-11,ok
74_fixsuite,Asserting object initialization multiple times,59,47,-12,ok
74_fixsuite,Duplicated Setup,47,43,-4,ok
74_fixsuite,Exceptions due to incomplete setup,7,2,-5,ok
74_fixsuite,Exceptions due to null arguments,6,1,-5,ok
74_fixsuite,Multiple calls to the same void method,34,55,21,ok
74_fixsuite,Not asserted return values,9,15,6,ok
74_fixsuite,Not asserted side effects,59,63,4,ok
74_fixsuite,Not null assertion,0,11,11,ok
74_fixsuite,Testing only field accesors,39,30,-9,ok
75_openhre,Asserting Constants,3,2,-1,ok
75_openhre,Asserting object initialization multiple times,392,279,-113,ok
75_openhre,Duplicated Setup,188,157,-31,ok
75_openhre,Exceptions due to external dependencies,1,1,0,ok
75_openhre,Exceptions due to incomplete setup,47,12,-35,ok
75_openhre,Exceptions due to null arguments,13,2,-11,ok
75_openhre,Multiple calls to the same void method,116,161,45,ok
75_openhre,Not asserted return values,108,127,19,ok
75_openhre,Not asserted side effects,228,229,1,ok
75_openhre,Not null assertion,0,42,42,ok
75_openhre,Testing only field accesors,215,191,-24,ok
75_openhre,Testing the same exception scenario,70,9,-61,ok
76_dash-framework,Asserting object initialization multiple times,13,12,-1,ok
76_dash-framework,Duplicated Setup,2,0,-2,ok
76_dash-framework,Exceptions due to incomplete setup,2,1,-1,ok
76_dash-framework,Exceptions due to null arguments,3,1,-2,ok
76_dash-framework,Not asserted return values,0,1,1,ok
76_dash-framework,Not null assertion,0,3,3,ok
77_io-project,Asserting object initialization multiple times,11,8,-3,ok
77_io-project,Duplicated Setup,35,15,-20,ok
77_io-project,Exceptions due to incomplete setup,2,2,0,ok
77_io-project,Exceptions due to null arguments,9,9,0,ok
77_io-project,Not asserted return values,11,10,-1,ok
77_io-project,Not asserted side effects,2,4,2,ok
77_io-project,Testing only field accesors,2,2,0,ok
77_io-project,Testing the same exception scenario,17,8,-9,ok
79_twfbplayer,Asserting Constants,1,0,-1,ok
79_twfbplayer,Asserting object initialization multiple times,315,269,-46,ok
79_twfbplayer,Duplicated Setup,210,181,-29,ok
79_twfbplayer,Exceptions due to incomplete setup,25,15,-10,ok
79_twfbplayer,Exceptions due to null arguments,48,19,-29,ok
79_twfbplayer,Multiple calls to the same void method,48,45,-3,ok
79_twfbplayer,Not asserted return values,82,75,-7,ok
79_twfbplayer,Not asserted side effects,64,60,-4,ok
79_twfbplayer,Not null assertion,4,13,9,ok
79_twfbplayer,Testing only field accesors,37,33,-4,ok
79_twfbplayer,Testing the same exception scenario,16,8,-8,ok
81_javathena,Asserting Constants,1,3,2,ok
81_javathena,Asserting object initialization multiple times,497,473,-24,ok
81_javathena,Duplicated Setup,116,147,31,ok
81_javathena,Exceptions due to incomplete setup,55,11,-44,ok
81_javathena,Exceptions due to null arguments,26,8,-18,ok
81_javathena,Multiple calls to the same void method,51,71,20,ok
81_javathena,Not asserted return values,85,161,76,ok
81_javathena,Not asserted side effects,255,196,-59,ok
81_javathena,Not null assertion,2,26,24,ok
81_javathena,Testing only field accesors,564,520,-44,ok
81_javathena,Testing the same exception scenario,79,16,-63,ok
82_ipcalculator,Asserting object initialization multiple times,7,7,0,ok
82_ipcalculator,Duplicated Setup,8,4,-4,ok
82_ipcalculator,Not asserted return values,0,2,2,ok
82_ipcalculator,Testing the same exception scenario,2,0,-2,ok
83_xbus,Asserting Constants,3,4,1,ok
83_xbus,Asserting object initialization multiple times,247,256,9,ok
83_xbus,Duplicated Setup,73,71,-2,ok
83_xbus,Exceptions due to incomplete setup,20,2,-18,ok
83_xbus,Exceptions due to null arguments,29,15,-14,ok
83_xbus,Multiple calls to the same void method,43,68,25,ok
83_xbus,Not asserted return values,80,103,23,ok
83_xbus,Not asserted side effects,91,101,10,ok
83_xbus,Not null assertion,3,40,37,ok
83_xbus,Testing only field accesors,125,100,-25,ok
83_xbus,Testing the same exception scenario,147,37,-110,ok
85_shop,Asserting Constants,2,0,-2,ok
85_shop,Asserting object initialization multiple times,89,102,13,ok
85_shop,Duplicated Setup,97,83,-14,ok
85_shop,Exceptions due to incomplete setup,16,1,-15,ok
85_shop,Exceptions due to null arguments,12,2,-10,ok
85_shop,Multiple calls to the same void method,25,19,-6,ok
85_shop,Not asserted return values,90,29,-61,ok
85_shop,Not asserted side effects,46,32,-14,ok
85_shop,Not null assertion,0,20,20,ok
85_shop,Testing only field accesors,25,11,-14,ok
85_shop,Testing the same exception scenario,57,8,-49,ok
86_at-robots2-j,Asserting Constants,2,1,-1,ok
86_at-robots2-j,Asserting object initialization multiple times,336,258,-78,ok
86_at-robots2-j,Duplicated Setup,256,174,-82,ok
86_at-robots2-j,Exceptions due to external dependencies,2,2,0,ok
86_at-robots2-j,Exceptions due to incomplete setup,78,22,-56,ok
86_at-robots2-j,Exceptions due to null arguments,95,17,-78,ok
86_at-robots2-j,Multiple calls to the same void method,64,99,35,ok
86_at-robots2-j,Not asserted return values,80,79,-1,ok
86_at-robots2-j,Not asserted side effects,176,183,7,ok
86_at-robots2-j,Not null assertion,1,42,41,ok
86_at-robots2-j,Testing only field accesors,189,158,-31,ok
86_at-robots2-j,Testing the same exception scenario,57,5,-52,ok
87_jaw-br,Asserting Constants,0,4,4,ok
87_jaw-br,Asserting object initialization multiple times,48,50,2,ok
87_jaw-br,Duplicated Setup,10,20,10,ok
87_jaw-br,Exceptions due to external dependencies,3,0,-3,ok
87_jaw-br,Exceptions due to incomplete setup,8,2,-6,ok
87_jaw-br,Multiple calls to the same void method,1,10,9,ok
87_jaw-br,Not asserted return values,23,15,-8,ok
87_jaw-br,Not asserted side effects,31,30,-1,ok
87_jaw-br,Not null assertion,0,7,7,ok
87_jaw-br,Testing only field accesors,48,22,-26,ok
87_jaw-br,Testing the same exception scenario,24,0,-24,ok
88_jopenchart,Asserting Constants,6,2,-4,ok
88_jopenchart,Asserting object initialization multiple times,168,152,-16,ok
88_jopenchart,Duplicated Setup,112,90,-22,ok
88_jopenchart,Exceptions due to external dependencies,2,2,0,ok
88_jopenchart,Exceptions due to incomplete setup,21,19,-2,ok
88_jopenchart,Exceptions due to null arguments,25,17,-8,ok
88_jopenchart,Multiple calls to the same void method,33,41,8,ok
88_jopenchart,Not asserted return values,31,22,-9,ok
88_jopenchart,Not asserted side effects,65,64,-1,ok
88_jopenchart,Not null assertion,4,20,16,ok
88_jopenchart,Testing only field accesors,44,45,1,ok
88_jopenchart,Testing the same exception scenario,16,6,-10,ok
89_jiggler,Asserting Constants,1,1,0,ok
89_jiggler,Asserting object initialization multiple times,535,427,-108,ok
89_jiggler,Duplicated Setup,430,307,-123,ok
89_jiggler,Exceptions due to external dependencies,1,1,0,ok
89_jiggler,Exceptions due to incomplete setup,43,24,-19,ok
89_jiggler,Exceptions due to null arguments,49,26,-23,ok
89_jiggler,Multiple calls to the same void method,128,124,-4,ok
89_jiggler,Not asserted return values,131,70,-61,ok
89_jiggler,Not asserted side effects,174,153,-21,ok
89_jiggler,Not null assertion,220,64,-156,ok
89_jiggler,Testing only field accesors,56,45,-11,ok
89_jiggler,Testing the same exception scenario,89,8,-81,ok
90_dcparseargs,Asserting object initialization multiple times,33,23,-10,ok
90_dcparseargs,Duplicated Setup,9,9,0,ok
90_dcparseargs,Exceptions due to null arguments,4,0,-4,ok
90_dcparseargs,Not asserted return values,12,4,-8,ok
90_dcparseargs,Not null assertion,0,3,3,ok
90_dcparseargs,Testing only field accesors,6,4,-2,ok
91_classviewer,Asserting Constants,3,2,-1,ok
91_classviewer,Asserting object initialization multiple times,46,30,-16,ok
91_classviewer,Duplicated Setup,18,11,-7,ok
91_classviewer,Exceptions due to external dependencies,1,1,0,ok
91_classviewer,Exceptions due to incomplete setup,2,0,-2,ok
91_classviewer,Multiple calls to the same void method,16,15,-1,ok
91_classviewer,Not asserted return values,10,8,-2,ok
91_classviewer,Not asserted side effects,16,16,0,ok
91_classviewer,Not null assertion,2,6,4,ok
91_classviewer,Testing only field accesors,8,7,-1,ok
92_jcvi-javacommon,Asserting Constants,1,1,0,ok
92_jcvi-javacommon,Asserting object initialization multiple times,1084,978,-106,ok
92_jcvi-javacommon,Duplicated Setup,1025,887,-138,ok
92_jcvi-javacommon,Exceptions due to external dependencies,74,70,-4,ok
92_jcvi-javacommon,Exceptions due to incomplete setup,67,54,-13,ok
92_jcvi-javacommon,Exceptions due to null arguments,345,272,-73,ok
92_jcvi-javacommon,Multiple calls to the same void method,33,31,-2,ok
92_jcvi-javacommon,Not asserted return values,672,691,19,ok
92_jcvi-javacommon,Not asserted side effects,68,64,-4,ok
92_jcvi-javacommon,Not null assertion,6,12,6,ok
92_jcvi-javacommon,Testing only field accesors,105,94,-11,ok
92_jcvi-javacommon,Testing the same exception scenario,287,232,-55,ok
93_quickserver,Asserting Constants,5,6,1,ok
93_quickserver,Asserting object initialization multiple times,334,314,-20,ok
93_quickserver,Duplicated Setup,231,248,17,ok
93_quickserver,Exceptions due to external dependencies,26,9,-17,ok
93_quickserver,Exceptions due to incomplete setup,60,11,-49,ok
93_quickserver,Exceptions due to null arguments,46,10,-36,ok
93_quickserver,Multiple calls to the same void method,312,308,-4,ok
93_quickserver,Not asserted return values,221,114,-107,ok
93_quickserver,Not asserted side effects,509,451,-58,ok
93_quickserver,Not null assertion,6,40,34,ok
93_quickserver,Testing only field accesors,242,215,-27,ok
93_quickserver,Testing the same exception scenario,101,8,-93,ok
94_jclo,Asserting object initialization multiple times,13,10,-3,ok
94_jclo,Duplicated Setup,2,0,-2,ok
94_jclo,Multiple calls to the same void method,2,2,0,ok
94_jclo,Not asserted return values,0,5,5,ok
94_jclo,Not asserted side effects,2,2,0,ok
95_celwars2009,Asserting object initialization multiple times,21,17,-4,ok
95_celwars2009,Duplicated Setup,2,5,3,ok
95_celwars2009,Exceptions due to incomplete setup,1,0,-1,ok
95_celwars2009,Exceptions due to null arguments,8,0,-8,ok
95_celwars2009,Multiple calls to the same void method,2,8,6,ok
95_celwars2009,Not asserted return values,3,3,0,ok
95_celwars2009,Not asserted side effects,13,17,4,ok
95_celwars2009,Not null assertion,0,5,5,ok
95_celwars2009,Testing only field accesors,22,16,-6,ok
95_celwars2009,Testing the same exception scenario,6,0,-6,ok
96_heal,Asserting Constants,1,10,9,ok
96_heal,Asserting object initialization multiple times,596,432,-164,ok
96_heal,Duplicated Setup,470,430,-40,ok
96_heal,Exceptions due to external dependencies,21,4,-17,ok
96_heal,Exceptions due to incomplete setup,107,24,-83,ok
96_heal,Exceptions due to null arguments,71,17,-54,ok
96_heal,Multiple calls to the same void method,180,250,70,ok
96_heal,Not asserted return values,246,246,0,ok
96_heal,Not asserted side effects,438,356,-82,ok
96_heal,Not null assertion,24,54,30,ok
96_heal,Testing only field accesors,473,395,-78,ok
96_heal,Testing the same exception scenario,107,9,-98,ok
97_feudalismgame,Asserting object initialization multiple times,83,83,0,ok
97_feudalismgame,Duplicated Setup,24,29,5,ok
97_feudalismgame,Exceptions due to null arguments,1,0,-1,ok
97_feudalismgame,Multiple calls to the same void method,35,30,-5,ok
97_feudalismgame,Not asserted return values,21,9,-12,ok
97_feudalismgame,Not asserted side effects,82,64,-18,ok
97_feudalismgame,Not null assertion,0,7,7,ok
97_feudalismgame,Testing only field accesors,89,78,-11,ok
97_feudalismgame,Testing the same exception scenario,6,0,-6,ok
98_trans-locator,Asserting object initialization multiple times,15,13,-2,ok
98_trans-locator,Duplicated Setup,2,0,-2,ok
98_trans-locator,Exceptions due to incomplete setup,2,1,-1,ok
98_trans-locator,Exceptions due to null arguments,1,0,-1,ok
98_trans-locator,Multiple calls to the same void method,2,0,-2,ok
98_trans-locator,Not asserted return values,1,1,0,ok
98_trans-locator,Not asserted side effects,5,3,-2,ok
98_trans-locator,Testing only field accesors,8,11,3,ok
99_newzgrabber,Asserting Constants,0,7,7,ok
99_newzgrabber,Asserting object initialization multiple times,100,82,-18,ok
99_newzgrabber,Duplicated Setup,38,35,-3,ok
99_newzgrabber,Exceptions due to external dependencies,1,1,0,ok
99_newzgrabber,Exceptions due to incomplete setup,10,4,-6,ok
99_newzgrabber,Exceptions due to null arguments,8,2,-6,ok
99_newzgrabber,Multiple calls to the same void method,35,34,-1,ok
99_newzgrabber,Not asserted return values,25,9,-16,ok
99_newzgrabber,Not asserted side effects,65,51,-14,ok
99_newzgrabber,Not null assertion,5,9,4,ok
99_newzgrabber,Testing only field accesors,46,43,-3,ok
99_newzgrabber,Testing the same exception scenario,6,2,-4,ok
100_jgaap,Asserting object initialization multiple times,26,10,-16,ok
100_jgaap,Duplicated Setup,25,16,-9,ok
100_jgaap,Exceptions due to incomplete setup,4,0,-4,ok
100_jgaap,Multiple calls to the same void method,7,8,1,ok
100_jgaap,Not asserted return values,16,2,-14,ok
100_jgaap,Not asserted side effects,11,10,-1,ok
100_jgaap,Not null assertion,0,3,3,ok
100_jgaap,Testing only field accesors,8,4,-4,ok
101_netweaver,Asserting Constants,28,3,-25,ok
101_netweaver,Asserting object initialization multiple times,728,632,-96,ok
101_netweaver,Duplicated Setup,876,765,-111,ok
101_netweaver,Exceptions due to external dependencies,2,2,0,ok
101_netweaver,Exceptions due to incomplete setup,19,4,-15,ok
101_netweaver,Exceptions due to null arguments,8,5,-3,ok
101_netweaver,Multiple calls to the same void method,818,789,-29,ok
101_netweaver,Not asserted return values,285,101,-184,ok
101_netweaver,Not asserted side effects,988,853,-135,ok
101_netweaver,Not null assertion,0,37,37,ok
101_netweaver,Testing only field accesors,94,129,35,ok
101_netweaver,Testing the same exception scenario,146,17,-129,ok
106_checkstyle,Asserting Constants,2,4,2,ok
106_checkstyle,Asserting object initialization multiple times,264,239,-25,ok
106_checkstyle,Duplicated Setup,129,97,-32,ok
106_checkstyle,Exceptions due to external dependencies,2,0,-2,ok
106_checkstyle,Exceptions due to incomplete setup,39,35,-4,ok
106_checkstyle,Exceptions due to null arguments,59,57,-2,ok
106_checkstyle,Multiple calls to the same void method,39,39,0,ok
106_checkstyle,Not asserted return values,69,57,-12,ok
106_checkstyle,Not asserted side effects,82,82,0,ok
106_checkstyle,Not null assertion,3,8,5,ok
106_checkstyle,Testing only field accesors,131,93,-38,ok
106_checkstyle,Testing the same exception scenario,32,23,-9,ok
