project,key,method,count_before,count_after,delta,validity_ok,success
96_heal,heal.HEALProviderConfig,test02,2,2,0,1,0
96_heal,heal.TagBean,test07,2,1,-1,1,1
96_heal,heal.HEALOAIDCRecordAdapter,test14,3,0,-3,1,1
96_heal,heal.HEALOAIDCRecordAdapter,test26,1,1,0,0,0
96_heal,heal.ParameterNode,test09,2,2,0,1,0
96_heal,heal.CommonDAO,test55,2,2,0,1,0
96_heal,heal.HEALProviderConfig,test19,3,2,-1,1,1
96_heal,heal.HEALProviderConfig,test21,3,3,0,0,0
96_heal,heal.QueueDAO,test13,1,1,0,0,0
96_heal,heal.CommonDAO,test22,1,1,0,0,0
96_heal,heal.InterfaceUtilitiesBean,test11,1,1,0,0,0
96_heal,heal.ParameterBean,test05,1,0,-1,1,1
96_heal,heal.RelationBean,test04,2,3,1,0,0
96_heal,heal.HEALDataAccessor,test13,2,1,-1,1,1
96_heal,heal.UserReviewBean,test18,2,3,1,1,0
96_heal,heal.DownloadQueueBean,test14,2,3,1,1,0
96_heal,heal.UserBean,test11,1,1,0,1,0
96_heal,heal.HEALDataAccessor,test06,2,1,-1,1,1
96_heal,heal.EmailFeedbackAction,test0,2,0,-2,1,1
96_heal,heal.CopyrightHolderBean,test00,2,1,-1,1,1
96_heal,heal.FileLocator,test34,3,2,-1,1,1
96_heal,heal.InstructionalLevelBean,test2,2,2,0,1,0
96_heal,heal.CommonDAO,test57,2,2,0,1,0
96_heal,heal.CommonDAO,test61,2,1,-1,1,1
96_heal,heal.CompleteMetadataBean,test05,3,1,-2,1,1
96_heal,heal.VCardBean,test01,2,2,0,1,0
96_heal,heal.InterfaceUtilitiesBean,test08,1,1,0,1,0
96_heal,heal.DownloadDAO,test9,1,1,0,0,0
96_heal,heal.UploadServicesBean,test16,2,4,2,1,0
96_heal,heal.DiseaseDiagnosisBean,test5,2,1,-1,1,1
96_heal,heal.HEALNSDLQDCRecordAdapter,test08,2,1,-1,1,1
96_heal,heal.MetadataDAO,test03,2,3,1,1,0
96_heal,heal.VCardBean,test10,3,2,-1,0,0
96_heal,heal.DateTools,test01,1,1,0,1,0
96_heal,heal.NSDL_DCHandler,test1,2,0,-2,1,1
96_heal,heal.HEALDataAccessor,test18,2,1,-1,1,1
96_heal,heal.MetadataDAO,test02,3,0,-3,1,1
96_heal,heal.UploadServicesBean,test12,3,1,-2,1,1
96_heal,heal.DateTools,test10,1,0,-1,0,0
96_heal,heal.MetadataDAO,test19,2,2,0,1,0
96_heal,heal.EditControlledVocabularyAction,test0,2,1,-1,1,1
96_heal,heal.MetametadataContributorBean,test12,2,0,-2,1,1
96_heal,heal.CopyrightHolderBean,test15,2,1,-1,1,1
96_heal,heal.ShowApprovalQueueAction,test0,2,1,-1,1,1
96_heal,heal.InterfaceUtilitiesBean,test14,4,4,0,1,0
96_heal,heal.ParameterMap,test7,1,2,1,1,0
96_heal,heal.MetadataBean,test37,2,3,1,1,0
96_heal,heal.FileLocator,test64,1,1,0,1,0
96_heal,heal.MetadataDAO,test27,1,1,0,1,0
96_heal,heal.CommonDAO,test18,1,3,2,1,0
96_heal,heal.FileLocator,test12,2,1,-1,1,1
96_heal,heal.UserBean,test26,1,2,1,1,0
96_heal,heal.DiseaseDiagnosisBean,test1,2,1,-1,1,1
96_heal,heal.NotificationServicesBean,test12,1,1,0,1,0
96_heal,heal.TruncateStringTag,test3,1,1,0,1,0
96_heal,heal.MetadataBean,test41,1,0,-1,1,1
96_heal,heal.HEALNSDLQDCRecordAdapter,test60,2,1,-1,1,1
96_heal,heal.AdvSearchDAO,test05,2,5,3,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test63,2,1,-1,1,1
96_heal,heal.AuthenticationTools,test7,3,1,-2,1,1
96_heal,heal.ParameterBean,test08,1,1,0,0,0
96_heal,heal.UserRegistryBean,test04,1,2,1,1,0
96_heal,heal.DownloadQueueBean,test09,2,1,-1,1,1
96_heal,heal.HEALRecord,test07,1,1,0,1,0
96_heal,heal.ThumbnailBean,test03,2,1,-1,1,1
96_heal,heal.ShortMetadataResultBean,test05,1,1,0,1,0
96_heal,heal.ShowRegistrationInfoAction,test00,2,2,0,1,0
96_heal,heal.WSSimpleSearchAction,test7,3,3,0,1,0
96_heal,heal.HEALOAIDCRecordAdapter,test32,2,2,0,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test54,2,1,-1,1,1
96_heal,heal.FormatBean,test5,2,1,-1,1,1
96_heal,heal.OAIProvider,test0,1,0,-1,1,1
96_heal,heal.MetadataBean,test25,1,0,-1,1,1
96_heal,heal.TruncateStringTag,test2,1,1,0,1,0
96_heal,heal.UserReviewBean,test11,1,0,-1,1,1
96_heal,heal.ParameterBean,test14,1,1,0,1,0
96_heal,heal.CompleteMetadataBean,test08,2,2,0,1,0
96_heal,heal.SimpleSearchDAO,test01,1,1,0,0,0
96_heal,heal.TaxonBean,test07,1,0,-1,1,1
96_heal,heal.CommonDAO,test05,1,3,2,1,0
96_heal,heal.MetadataBean,test17,2,1,-1,1,1
96_heal,heal.CopyrightHolderBean,test02,2,0,-2,1,1
96_heal,heal.HEALNSDLQDCRecordAdapter,test47,2,2,0,1,0
96_heal,heal.UpdateRegistrationAction,test3,1,0,-1,1,1
96_heal,heal.AuthenticationTools,test4,3,2,-1,1,1
96_heal,heal.InterfaceUtilitiesBean,test09,1,1,0,1,0
96_heal,heal.MetametadataIdentifierBean,test00,2,2,0,1,0
96_heal,heal.CompleteMetadataBean,test26,1,1,0,1,0
96_heal,heal.RelationBean,test07,2,1,-1,1,1
96_heal,heal.CopyrightTextBean,test6,1,0,-1,1,1
96_heal,heal.HEALXMLHelper,test10,1,3,2,1,0
96_heal,heal.HEALDataAccessor,test11,1,2,1,1,0
96_heal,heal.FileLocator,test46,2,3,1,1,0
96_heal,heal.FileLocator,test43,3,2,-1,1,1
96_heal,heal.UserRegistryBean,test17,3,3,0,0,0
96_heal,heal.MetadataBean,test33,2,1,-1,1,1
96_heal,heal.VCardBean,test03,2,2,0,1,0
96_heal,heal.CopyrightTextBean,test2,2,0,-2,1,1
96_heal,heal.TagBean,test12,2,3,1,1,0
96_heal,heal.UserBean,test29,3,2,-1,1,1
96_heal,heal.AdvSearchDAO,test08,2,5,3,1,0
96_heal,heal.VCardBean,test02,2,2,0,1,0
96_heal,heal.CommonDAO,test11,1,1,0,0,0
96_heal,heal.ShortMetadataBean,test17,2,1,-1,1,1
96_heal,heal.FileLocator,test55,2,2,0,0,0
96_heal,heal.HEALOAIDCRecordAdapter,test24,2,1,-1,1,1
96_heal,heal.RequirementBean,test00,2,1,-1,1,1
96_heal,heal.FileLocator,test53,2,2,0,0,0
96_heal,heal.OAI_DCHandler,test3,2,3,1,1,0
96_heal,heal.DownloadDAO,test8,3,3,0,0,0
96_heal,heal.ParameterNode,test01,1,1,0,1,0
96_heal,heal.ShortMetadataResultBean,test08,2,1,-1,1,1
96_heal,heal.ModifyMetadataAction,test0,1,1,0,1,0
96_heal,heal.RemoveFromDownloadAction,test4,1,1,0,1,0
96_heal,heal.NotificationServicesBean,test22,2,1,-1,1,1
96_heal,heal.ParameterNode,test10,1,1,0,1,0
96_heal,heal.ParameterBean,test09,3,2,-1,1,1
96_heal,heal.SearchResultBean,test6,2,3,1,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test76,2,1,-1,1,1
96_heal,heal.AdvSearchDAO,test14,3,4,1,1,0
96_heal,heal.AdvSearchDAO,test26,1,1,0,1,0
96_heal,heal.RelationRecordModifier,test1,4,3,-1,1,1
96_heal,heal.BasicResumptionToken,test03,1,0,-1,0,0
96_heal,heal.UploadServicesBean,test06,2,2,0,1,0
96_heal,heal.QueuedRecordBean,test0,2,3,1,1,0
96_heal,heal.ShowRegistrationInfoAction,test02,2,2,0,1,0
96_heal,heal.MetametadataContributorBean,test06,2,0,-2,1,1
96_heal,heal.BasicResumptionToken,test02,2,0,-2,1,1
96_heal,heal.MetadataDAO,test13,2,2,0,1,0
96_heal,heal.OAI_DCHandler,test2,3,1,-2,1,1
96_heal,heal.FileLocator,test61,2,3,1,1,0
96_heal,heal.CompleteMetadataBean,test47,1,1,0,1,0
96_heal,heal.ShortMetadataResultBean,test14,3,1,-2,1,1
96_heal,heal.OAIVerb,test0,2,0,-2,1,1
96_heal,heal.BasicResumptionToken,test19,1,0,-1,1,1
96_heal,heal.MetadataRecordModifier,test3,2,2,0,1,0
96_heal,heal.MetadataBean,test45,1,2,1,1,0
96_heal,heal.MetadataBean,test00,2,0,-2,1,1
96_heal,heal.UserPermissionsBean,test5,2,2,0,1,0
96_heal,heal.CompleteMetadataBean,test09,3,1,-2,1,1
96_heal,heal.MetametadataIdentifierRecordModifier,test1,2,1,-1,1,1
96_heal,heal.MetadataBean,test31,2,4,2,1,0
96_heal,heal.ListIdentifiers,test7,1,1,0,0,0
96_heal,heal.ListMetadataFormats,test5,3,3,0,1,0
96_heal,heal.ContributorBean,test25,2,3,1,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test69,2,1,-1,1,1
96_heal,heal.CommonDAO,test26,2,3,1,1,0
96_heal,heal.FormatDateTag,test0,1,1,0,0,0
96_heal,heal.KeywordBean,test3,2,0,-2,1,1
96_heal,heal.ProfessionalRoleBean,test0,2,2,0,1,0
96_heal,heal.RequirementRecordModifier,test1,3,3,0,1,0
96_heal,heal.SimpleSearchDAO,test03,1,1,0,0,0
96_heal,heal.RegistrationAction,test5,1,1,0,0,0
96_heal,heal.HEALOAIDCRecordAdapter,test07,1,1,0,0,0
96_heal,heal.MetadataRecordModifier,test2,2,0,-2,1,1
96_heal,heal.MetametadataIdentifierBean,test02,2,3,1,1,0
96_heal,heal.UserRegistryBean,test00,2,2,0,1,0
96_heal,heal.ContributorBean,test17,2,2,0,0,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test24,2,2,0,1,0
96_heal,heal.CompleteMetadataBean,test32,1,1,0,1,0
96_heal,heal.MetadataBean,test42,3,0,-3,1,1
96_heal,heal.NotificationServicesBean,test18,1,1,0,1,0
96_heal,heal.MetadataBean,test15,2,1,-1,1,1
96_heal,heal.MetadataBean,test23,1,0,-1,1,1
96_heal,heal.UserRegistryBean,test20,2,3,1,1,0
96_heal,heal.UserPermissionsBean,test1,2,3,1,1,0
96_heal,heal.HEALXMLHelper,test03,1,1,0,1,0
96_heal,heal.ShortMetadataBean,test00,1,0,-1,1,1
96_heal,heal.KeywordBean,test2,2,0,-2,1,1
96_heal,heal.UserBean,test38,2,1,-1,1,1
96_heal,heal.ListMetadataFormats,test1,1,1,0,1,0
96_heal,heal.AdvSearchDAO,test09,2,6,4,1,0
96_heal,heal.ThumbnailBean,test06,2,0,-2,1,1
96_heal,heal.DownloadFolderActionTag,test4,2,2,0,0,0
96_heal,heal.ContributorBean,test33,2,1,-1,1,1
96_heal,heal.UserBean,test35,3,2,-1,1,1
96_heal,heal.BrowseResultsBean,test00,1,1,0,1,0
96_heal,heal.DownloadQueueBean,test10,3,2,-1,1,1
96_heal,heal.ShortMetadataResultBean,test09,2,2,0,1,0
96_heal,heal.MetametadataContributorBean,test05,2,1,-1,1,1
96_heal,heal.EditContextURLAction,test3,5,4,-1,1,1
96_heal,heal.UserBean,test52,3,2,-1,1,1
96_heal,heal.LastModifiedTag,test1,2,2,0,0,0
96_heal,heal.FileLocator,test05,2,0,-2,1,1
96_heal,heal.MetadataDAO,test49,2,2,0,1,0
96_heal,heal.ShortMetadataBean,test15,2,1,-1,1,1
96_heal,heal.ParameterNode,test03,2,2,0,1,0
96_heal,heal.TagBean,test06,2,1,-1,1,1
96_heal,heal.FileLocator,test51,2,3,1,1,0
96_heal,heal.DelimitedFileWriterAction,test3,3,1,-2,1,1
96_heal,heal.CommonDAO,test09,1,1,0,0,0
96_heal,heal.DownloadDAO,test5,2,2,0,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test59,1,2,1,1,0
96_heal,heal.RelationBean,test12,2,1,-1,1,1
96_heal,heal.HEALNSDLQDCRecordAdapter,test07,1,2,1,1,0
96_heal,heal.NSDL_DCHandler,test0,1,0,-1,0,0
96_heal,heal.SourceCollectionBean,test10,2,1,-1,1,1
96_heal,heal.MetadataBean,test34,1,2,1,1,0
96_heal,heal.MetadataBean,test02,1,0,-1,1,1
96_heal,heal.UserReviewDAO,test3,4,0,-4,1,1
96_heal,heal.HEALNSDLQDCRecordAdapter,test66,2,1,-1,1,1
96_heal,heal.VCardBean,test13,3,2,-1,1,1
96_heal,heal.UserBean,test40,2,3,1,1,0
96_heal,heal.MetadataBean,test21,2,1,-1,1,1
96_heal,heal.BrowseDAO,test4,1,1,0,1,0
96_heal,heal.UploadServicesBean,test11,2,0,-2,1,1
96_heal,heal.MetametadataContributorBean,test11,2,1,-1,1,1
96_heal,heal.ListSets,test1,2,2,0,1,0
96_heal,heal.UserReviewDAO,test6,2,0,-2,1,1
96_heal,heal.CommonDAO,test32,1,1,0,0,0
96_heal,heal.InterfaceUtilitiesBean,test10,2,1,-1,1,1
96_heal,heal.UserBean,test01,3,2,-1,1,1
96_heal,heal.ContributorBean,test00,2,2,0,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test20,1,1,0,0,0
96_heal,heal.ContributorBean,test31,2,1,-1,1,1
96_heal,heal.UserBean,test10,3,1,-2,1,1
96_heal,heal.UserReviewDAO,test2,2,1,-1,1,1
96_heal,heal.DiseaseDiagnosisBean,test0,2,1,-1,1,1
96_heal,heal.DownloadDAO,test1,3,3,0,0,0
96_heal,heal.MetadataBean,test36,2,1,-1,1,1
96_heal,heal.HEALNSDLQDCRecordAdapter,test58,2,1,-1,1,1
96_heal,heal.BasicResumptionToken,test13,1,0,-1,1,1
96_heal,heal.ShortMetadataBean,test02,2,1,-1,1,1
96_heal,heal.HEALNSDLQDCRecordAdapter,test42,2,1,-1,1,1
96_heal,heal.ParameterBean,test01,1,1,0,1,0
96_heal,heal.ContributorBean,test15,2,1,-1,1,1
96_heal,heal.ContributorBean,test23,2,1,-1,1,1
96_heal,heal.FileLocator,test08,1,1,0,1,0
96_heal,heal.ParameterBean,test10,3,2,-1,1,1
96_heal,heal.MetadataDAO,test56,2,2,0,0,0
96_heal,heal.NotificationServicesBean,test08,3,1,-2,1,1
96_heal,heal.QueuedRecordBean,test7,2,3,1,1,0
96_heal,heal.EditContributorAction,test1,2,1,-1,1,1
96_heal,heal.CompleteMetadataBean,test07,3,3,0,0,0
96_heal,heal.WSSearchResultsAction,test2,2,3,1,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test74,2,2,0,1,0
96_heal,heal.CopyrightTextBean,test7,2,1,-1,1,1
96_heal,heal.UserRegistryBean,test12,2,0,-2,1,1
96_heal,heal.DownloadQueueBean,test03,3,2,-1,1,1
96_heal,heal.CategoryBean,test3,2,2,0,1,0
96_heal,heal.ThumbnailBean,test11,2,1,-1,1,1
96_heal,heal.QueueDAO,test17,2,2,0,1,0
96_heal,heal.FileLocator,test14,2,1,-1,1,1
96_heal,heal.CommonDAO,test62,1,0,-1,1,1
96_heal,heal.SearchResultBean,test9,2,3,1,1,0
96_heal,heal.NotificationServicesBean,test14,1,1,0,1,0
96_heal,heal.NotificationServicesBean,test26,2,3,1,0,0
96_heal,heal.FormatBean,test0,2,0,-2,1,1
96_heal,heal.ControllerServlet,test3,2,2,0,1,0
96_heal,heal.CommonDAO,test38,1,1,0,0,0
96_heal,heal.FileLocator,test60,2,2,0,1,0
96_heal,heal.TaxonBean,test06,3,1,-2,1,1
96_heal,heal.HEALOAIDCRecordAdapter,test30,2,2,0,1,0
96_heal,heal.SourceCollectionBean,test03,2,0,-2,1,1
96_heal,heal.CategoryBean,test2,2,1,-1,1,1
96_heal,heal.HealMetadataXMLConverter,test04,2,0,-2,1,1
96_heal,heal.UserReviewBean,test01,2,3,1,1,0
96_heal,heal.TagBean,test11,2,3,1,1,0
96_heal,heal.SearchResultBean,test7,3,3,0,1,0
96_heal,heal.ShowUploadFormAction,test0,3,1,-2,1,1
96_heal,heal.QueuedRecordBean,test4,2,2,0,1,0
96_heal,heal.AdvSearchDAO,test07,3,3,0,1,0
96_heal,heal.ContributorBean,test02,2,0,-2,1,1
96_heal,heal.CopyrightBean,test5,2,2,0,1,0
96_heal,heal.FileLocator,test54,2,3,1,1,0
96_heal,heal.DownloadFolderTag,test1,2,4,2,1,0
96_heal,heal.UserReviewBean,test10,2,4,2,1,0
96_heal,heal.MetadataBean,test46,1,2,1,1,0
96_heal,heal.MetadataBean,test43,2,1,-1,1,1
96_heal,heal.ContributorBean,test21,2,2,0,1,0
96_heal,heal.ShowTopTagsAction,test1,1,1,0,1,0
96_heal,heal.ControllerServlet,test2,4,2,-2,1,1
96_heal,heal.CommonDAO,test52,2,1,-1,0,0
96_heal,heal.DetailedViewAccessAction,test3,1,0,-1,1,1
96_heal,heal.ShortMetadataResultBean,test07,2,1,-1,1,1
96_heal,heal.ShowCatalogQueueAction,test0,2,1,-1,1,1
96_heal,heal.UserBean,test03,2,3,1,1,0
96_heal,heal.RelationRecordModifier,test0,5,3,-2,1,1
96_heal,heal.HEALNSDLQDCRecordAdapter,test16,2,0,-2,1,1
96_heal,heal.UserBean,test02,3,2,-1,1,1
96_heal,heal.OAIProviderServlet,test0,3,3,0,0,0
96_heal,heal.MetadataBean,test53,2,3,1,1,0
96_heal,heal.DateTools,test11,1,1,0,1,0
96_heal,heal.FileLocator,test47,3,3,0,1,0
96_heal,heal.HEALDataAccessor,test01,2,2,0,0,0
96_heal,heal.ParameterNode,test06,2,3,1,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test64,2,1,-1,1,1
96_heal,heal.UserBean,test19,2,3,1,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test39,2,3,1,1,0
96_heal,heal.CommonDAO,test40,2,1,-1,1,1
96_heal,heal.CopyrightBean,test1,2,2,0,1,0
96_heal,heal.CopyrightHolderBean,test08,2,0,-2,1,1
96_heal,heal.HEALDataAccessor,test10,2,3,1,1,0
96_heal,heal.HEALProviderConfig,test04,3,3,0,0,0
96_heal,heal.FileLocator,test09,1,2,1,1,0
96_heal,heal.UserBean,test27,1,0,-1,1,1
96_heal,heal.HEALRecord,test05,2,2,0,1,0
96_heal,heal.MetametadataIdentifierRecordModifier,test0,3,3,0,1,0
96_heal,heal.NotificationServicesBean,test09,3,1,-2,1,1
96_heal,heal.SaveControlledVocabularyMultipleAction,test0,2,1,-1,1,1
96_heal,heal.CommonDAO,test01,2,2,0,1,0
96_heal,heal.QueueDAO,test00,2,1,-1,1,1
96_heal,heal.ListRecords,test1,1,1,0,0,0
96_heal,heal.ParameterBean,test03,1,1,0,1,0
96_heal,heal.HEALOAIDCRecordAdapter,test28,2,0,-2,1,1
96_heal,heal.EditMetadataAction,test0,2,2,0,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test30,2,2,0,1,0
96_heal,heal.CopyrightTextBean,test8,2,1,-1,1,1
96_heal,heal.CopyrightHolderBean,test14,2,1,-1,1,1
96_heal,heal.FileLocator,test32,3,3,0,1,0
96_heal,heal.ParameterBean,test19,1,1,0,1,0
96_heal,heal.NotificationServicesBean,test32,2,2,0,1,0
96_heal,heal.SubmitPeerReviewSurveyAction,test1,1,0,-1,1,1
96_heal,heal.UserPermissionsBean,test0,2,2,0,1,0
96_heal,heal.UserBean,test50,1,0,-1,1,1
96_heal,heal.ListMetadataFormats,test0,1,1,0,0,0
96_heal,heal.RelationBean,test05,2,1,-1,1,1
96_heal,heal.ConceptMappingBean,test4,2,5,3,1,0
96_heal,heal.HEALDataAccessor,test15,3,2,-1,1,1
96_heal,heal.HEALDataAccessor,test23,1,0,-1,1,1
96_heal,heal.HEALOAIDCRecordAdapter,test13,2,0,-2,1,1
96_heal,heal.TargetUserGroupBean,test2,2,3,1,1,0
96_heal,heal.InstructionalLevelBean,test1,2,2,0,1,0
96_heal,heal.MetadataDAO,test37,1,1,0,1,0
96_heal,heal.HEALProviderConfig,test17,3,3,0,0,0
96_heal,heal.RegistrationAction,test0,1,1,0,1,0
96_heal,heal.SearchResultBean,test8,2,3,1,1,0
96_heal,heal.CompleteMetadataBean,test39,1,1,0,1,0
96_heal,heal.ModifyRegistrationAction,test2,1,2,1,1,0
96_heal,heal.RequirementBean,test05,1,1,0,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test73,2,1,-1,1,1
96_heal,heal.UserReviewBean,test03,2,3,1,1,0
96_heal,heal.ShowRegistrationInfoAction,test08,2,3,1,1,0
96_heal,heal.ResultsPager,test6,2,3,1,1,0
96_heal,heal.PreviewUploadAction,test4,2,2,0,1,0
96_heal,heal.TaxonBean,test11,2,2,0,1,0
96_heal,heal.DownloadQueueBean,test13,2,2,0,1,0
96_heal,heal.MetadataDAO,test41,1,2,1,1,0
96_heal,heal.LastModifiedTag,test0,1,1,0,0,0
96_heal,heal.HEALRecord,test08,2,2,0,1,0
96_heal,heal.DownloadQueueBean,test06,3,2,-1,1,1
96_heal,heal.FileLocator,test69,2,2,0,1,0
96_heal,heal.ResultsPager,test2,2,2,0,1,0
96_heal,heal.HealMetadataXMLConverter,test07,2,3,1,1,0
96_heal,heal.UserReviewBean,test19,3,2,-1,1,1
96_heal,heal.CompleteMetadataBean,test30,1,2,1,1,0
96_heal,heal.HEALOAIDCRecordAdapter,test18,2,1,-1,1,1
96_heal,heal.HEALNSDLQDCRecordAdapter,test55,2,1,-1,1,1
96_heal,heal.CopyrightHolderBean,test09,2,1,-1,1,1
96_heal,heal.FileLocator,test62,3,3,0,1,0
96_heal,heal.FileLocator,test24,1,1,0,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test22,2,1,-1,1,1
96_heal,heal.MetadataDAO,test25,1,1,0,0,0
96_heal,heal.AdvSearchDAO,test16,2,4,2,1,0
96_heal,heal.MetadataBean,test05,1,1,0,1,0
96_heal,heal.NotificationServicesBean,test24,1,1,0,1,0
96_heal,heal.SourceCollectionBean,test13,2,2,0,1,0
96_heal,heal.HEALDataAccessor,test03,2,0,-2,1,1
96_heal,heal.MetadataBean,test51,1,0,-1,1,1
96_heal,heal.HealMetadataXMLConverter,test20,2,2,0,0,0
96_heal,heal.AuthenticationTools,test3,3,1,-2,1,1
96_heal,heal.ListSets,test0,1,1,0,1,0
96_heal,heal.HEALDataAccessor,test02,1,1,0,1,0
96_heal,heal.MetadataDAO,test17,2,3,1,1,0
96_heal,heal.HEALDataAccessor,test21,2,1,-1,0,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test57,2,1,-1,1,1
96_heal,heal.InterfaceUtilitiesBean,test13,3,3,0,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test61,2,2,0,1,0
96_heal,heal.CopyrightHolderBean,test04,2,3,1,1,0
96_heal,heal.RelationBean,test08,2,1,-1,1,1
96_heal,heal.InterfaceUtilitiesBean,test06,1,1,0,1,0
96_heal,heal.DownloadDAO,test0,2,4,2,1,0
96_heal,heal.UserRegistryBean,test05,1,2,1,1,0
96_heal,heal.ShortMetadataResultBean,test12,2,1,-1,1,1
96_heal,heal.UserBean,test13,1,1,0,1,0
96_heal,heal.TruncateStringTag,test1,1,1,0,0,0
96_heal,heal.RequirementBean,test08,1,0,-1,1,1
96_heal,heal.MetadataDAO,test33,1,1,0,1,0
96_heal,heal.HEALProviderConfig,test00,2,2,0,0,0
96_heal,heal.CopyrightTextBean,test5,2,3,1,1,0
96_heal,heal.RelationBean,test14,2,1,-1,1,1
96_heal,heal.CompleteMetadataBean,test28,1,1,0,1,0
96_heal,heal.HEALProviderConfig,test20,2,2,0,1,0
96_heal,heal.UploadServicesBean,test01,1,1,0,1,0
96_heal,heal.RemoveFromDownloadAction,test3,5,4,-1,1,1
96_heal,heal.FileLocator,test07,2,1,-1,1,1
96_heal,heal.FormatBean,test4,2,1,-1,1,1
96_heal,heal.HEALNSDLQDCRecordAdapter,test18,1,1,0,0,0
96_heal,heal.MetametadataContributorBean,test01,1,1,0,0,0
96_heal,heal.BrowseResultsBean,test05,3,2,-1,1,1
96_heal,heal.EditContributorAction,test0,3,2,-1,1,1
96_heal,heal.UploadServicesBean,test10,1,1,0,1,0
96_heal,heal.RequirementBean,test14,1,0,-1,1,1
96_heal,heal.FileLocator,test66,2,2,0,1,0
96_heal,heal.ParameterBean,test13,3,2,-1,1,1
96_heal,heal.CompleteMetadataBean,test22,1,1,0,0,0
96_heal,heal.MetametadataContributorBean,test10,2,3,1,0,0
96_heal,heal.HEALMetadataFormat,test5,1,1,0,1,0
96_heal,heal.ParameterBean,test06,1,0,-1,1,1
96_heal,heal.HEALRecord,test09,3,0,-3,1,1
96_heal,heal.MetadataBean,test08,2,1,-1,1,1
96_heal,heal.HEALProviderConfig,test15,1,1,0,1,0
96_heal,heal.HEALProviderConfig,test23,4,3,-1,1,1
96_heal,heal.MetadataDAO,test59,2,2,0,1,0
96_heal,heal.CopyrightTextBean,test1,2,1,-1,1,1
96_heal,heal.RemoveFromDownloadAction,test2,5,3,-2,1,1
96_heal,heal.NSDL_DCMetadataFormat,test4,1,1,0,1,0
96_heal,heal.DownloadFolderActionTagExtraInfo,test5,1,2,1,1,0
96_heal,heal.SearchResultBean,test5,3,3,0,1,0
96_heal,heal.NotificationServicesBean,test10,1,1,0,0,0
96_heal,heal.AuthenticateAction,test4,4,3,-1,0,0
96_heal,heal.CommonDAO,test50,2,1,-1,1,1
96_heal,heal.SearchResultsAction,test0,3,2,-1,0,0
96_heal,heal.ShowRegistrationInfoAction,test04,2,2,0,1,0
96_heal,heal.CompleteMetadataBean,test13,2,2,0,1,0
96_heal,heal.TagCloudDAO,test2,2,2,0,1,0
96_heal,heal.MetadataDAO,test00,3,3,0,1,0
96_heal,heal.FileLocator,test58,1,1,0,1,0
96_heal,heal.CompleteMetadataBean,test06,2,2,0,0,0
96_heal,heal.DownloadQueueBean,test11,2,1,-1,1,1
96_heal,heal.ContextURLBean,test6,2,4,2,1,0
96_heal,heal.MetadataBean,test14,2,1,-1,1,1
96_heal,heal.MetadataDAO,test31,1,1,0,1,0
96_heal,heal.UserRegistryBean,test08,2,2,0,1,0
96_heal,heal.HEALNSDLQDCRecordAdapter,test05,1,2,1,1,0
96_heal,heal.HEALMetadataFormat,test1,2,2,0,1,0
96_heal,heal.DownloadFolderTag,test0,2,4,2,1,0
96_heal,heal.ContextURLBean,test2,2,1,-1,1,1
96_heal,heal.AdministrationDAO,test6,1,1,0,1,0
96_heal,heal.UserBean,test49,3,2,-1,1,1
96_heal,heal.UserReviewBean,test13,3,2,-1,1,1
96_heal,heal.DownloadFolderActionTagExtraInfo,test1,2,2,0,1,0
96_heal,heal.RelationBean,test09,2,1,-1,1,1
96_heal,heal.VCardBean,test17,2,2,0,1,0
96_heal,heal.HealMetadataXMLConverter,test16,2,3,1,1,0
96_heal,heal.SearchResultBean,test1,3,2,-1,1,1
96_heal,heal.OAI_DCHandler,test1,2,0,-2,1,1
96_heal,heal.AdministrationDAO,test2,2,4,2,1,0
96_heal,heal.CompleteMetadataBean,test18,1,1,0,1,0
96_heal,heal.UserRegistryBean,test14,2,2,0,1,0
96_heal,heal.UserRegistryBean,test26,2,2,0,1,0
96_heal,heal.MetadataDAO,test42,3,1,-2,1,1
96_heal,heal.MetametadataIdentifierBean,test04,2,0,-2,1,1
96_heal,heal.CommonDAO,test28,2,3,1,1,0
96_heal,heal.MetadataDAO,test23,2,2,0,1,0
96_heal,heal.MetadataDAO,test15,1,2,1,1,0
96_heal,heal.RequirementBean,test09,2,1,-1,1,1
96_heal,heal.BrowseResultsBean,test08,2,2,0,1,0
96_heal,heal.DownloadFolderActionTag,test3,2,2,0,0,0
96_heal,heal.HealMetadataXMLConverter,test12,3,1,-2,1,1
