project,smell_type,count_before,count_after,delta,test_methods,loc_tests,density_before_tests,density_after_tests,delta_density_tests,density_before_loc,density_after_loc,delta_density_loc,status
20_nekomud,Not null assertion,0,1,1,12,252,0.00000000,0.08333333,0.08333333,0.00000000,0.00396825,0.00396825,ok
20_nekomud,Testing only field accesors,5,4,-1,12,252,0.41666667,0.33333333,-0.08333333,0.01984127,0.01587302,-0.00396825,ok
21_geo-google,Asserting object initialization multiple times,540,379,-161,1098,9015,0.49180328,0.34517304,-0.14663024,0.05990017,0.04204104,-0.01785912,ok
21_geo-google,Duplicated Setup,26,15,-11,1098,9015,0.02367942,0.01366120,-0.01001821,0.00288408,0.00166389,-0.00122019,ok
21_geo-google,Exceptions due to incomplete setup,1,1,0,1098,9015,0.00091075,0.00091075,0.00000000,0.00011093,0.00011093,0.00000000,ok
21_geo-google,Exceptions due to null arguments,2,2,0,1098,9015,0.00182149,0.00182149,0.00000000,0.00022185,0.00022185,0.00000000,ok
21_geo-google,Multiple calls to the same void method,163,263,100,1098,9015,0.14845173,0.23952641,0.09107468,0.01808098,0.02917360,0.01109262,ok
21_geo-google,Not asserted return values,10,61,51,1098,9015,0.00910747,0.05555556,0.04644809,0.00110926,0.00676650,0.00565724,ok
21_geo-google,Not asserted side effects,384,432,48,1098,9015,0.34972678,0.39344262,0.04371585,0.04259567,0.04792013,0.00532446,ok
21_geo-google,Not null assertion,82,3,-79,1098,9015,0.07468124,0.00273224,-0.07194900,0.00909595,0.00033278,-0.00876317,ok
21_geo-google,Testing only field accesors,752,735,-17,1098,9015,0.68488160,0.66939891,-0.01548270,0.08341653,0.08153078,-0.00188575,ok
21_geo-google,Testing the same exception scenario,2,2,0,1098,9015,0.00182149,0.00182149,0.00000000,0.00022185,0.00022185,0.00000000,ok
22_byuic,Asserting Constants,9,2,-7,392,3545,0.02295918,0.00510204,-0.01785714,0.00253879,0.00056417,-0.00197461,ok
22_byuic,Asserting object initialization multiple times,139,123,-16,392,3545,0.35459184,0.31377551,-0.04081633,0.03921016,0.03469676,-0.00451340,ok
22_byuic,Duplicated Setup,123,120,-3,392,3545,0.31377551,0.30612245,-0.00765306,0.03469676,0.03385049,-0.00084626,ok
22_byuic,Exceptions due to incomplete setup,2,0,-2,392,3545,0.00510204,0.00000000,-0.00510204,0.00056417,0.00000000,-0.00056417,ok
22_byuic,Exceptions due to null arguments,19,12,-7,392,3545,0.04846939,0.03061224,-0.01785714,0.00535966,0.00338505,-0.00197461,ok
22_byuic,Multiple calls to the same void method,20,25,5,392,3545,0.05102041,0.06377551,0.01275510,0.00564175,0.00705219,0.00141044,ok
22_byuic,Not asserted return values,11,107,96,392,3545,0.02806122,0.27295918,0.24489796,0.00310296,0.03018336,0.02708039,ok
22_byuic,Not asserted side effects,23,29,6,392,3545,0.05867347,0.07397959,0.01530612,0.00648801,0.00818054,0.00169252,ok
22_byuic,Not null assertion,0,12,12,392,3545,0.00000000,0.03061224,0.03061224,0.00000000,0.00338505,0.00338505,ok
22_byuic,Testing only field accesors,12,9,-3,392,3545,0.03061224,0.02295918,-0.00765306,0.00338505,0.00253879,-0.00084626,ok
22_byuic,Testing the same exception scenario,128,13,-115,392,3545,0.32653061,0.03316327,-0.29336735,0.03610719,0.00366714,-0.03244006,ok
23_jwbf,Asserting object initialization multiple times,26,19,-7,35,385,0.74285714,0.54285714,-0.20000000,0.06753247,0.04935065,-0.01818182,ok
23_jwbf,Duplicated Setup,2,0,-2,35,385,0.05714286,0.00000000,-0.05714286,0.00519481,0.00000000,-0.00519481,ok
23_jwbf,Not asserted return values,2,0,-2,35,385,0.05714286,0.00000000,-0.05714286,0.00519481,0.00000000,-0.00519481,ok
23_jwbf,Not null assertion,0,1,1,35,385,0.00000000,0.02857143,0.02857143,0.00000000,0.00259740,0.00259740,ok
23_jwbf,Testing only field accesors,3,3,0,35,385,0.08571429,0.08571429,0.00000000,0.00779221,0.00779221,0.00000000,ok
24_saxpath,Asserting object initialization multiple times,112,107,-5,344,2281,0.32558140,0.31104651,-0.01453488,0.04910127,0.04690925,-0.00219202,ok
24_saxpath,Duplicated Setup,2,0,-2,344,2281,0.00581395,0.00000000,-0.00581395,0.00087681,0.00000000,-0.00087681,ok
24_saxpath,Multiple calls to the same void method,10,2,-8,344,2281,0.02906977,0.00581395,-0.02325581,0.00438404,0.00087681,-0.00350723,ok
24_saxpath,Not asserted return values,8,11,3,344,2281,0.02325581,0.03197674,0.00872093,0.00350723,0.00482245,0.00131521,ok
24_saxpath,Not asserted side effects,11,2,-9,344,2281,0.03197674,0.00581395,-0.02616279,0.00482245,0.00087681,-0.00394564,ok
24_saxpath,Not null assertion,13,2,-11,344,2281,0.03779070,0.00581395,-0.03197674,0.00569925,0.00087681,-0.00482245,ok
24_saxpath,Testing only field accesors,2,2,0,344,2281,0.00581395,0.00581395,0.00000000,0.00087681,0.00087681,0.00000000,ok
24_saxpath,Testing the same exception scenario,26,3,-23,344,2281,0.07558140,0.00872093,-0.06686047,0.01139851,0.00131521,-0.01008330,ok
25_jni-inchi,Asserting Constants,2,0,-2,208,1756,0.00961538,0.00000000,-0.00961538,0.00113895,0.00000000,-0.00113895,ok
25_jni-inchi,Asserting object initialization multiple times,141,151,10,208,1756,0.67788462,0.72596154,0.04807692,0.08029613,0.08599089,0.00569476,ok
25_jni-inchi,Duplicated Setup,26,19,-7,208,1756,0.12500000,0.09134615,-0.03365385,0.01480638,0.01082005,-0.00398633,ok
25_jni-inchi,Exceptions due to incomplete setup,4,1,-3,208,1756,0.01923077,0.00480769,-0.01442308,0.00227790,0.00056948,-0.00170843,ok
25_jni-inchi,Exceptions due to null arguments,4,0,-4,208,1756,0.01923077,0.00000000,-0.01923077,0.00227790,0.00000000,-0.00227790,ok
25_jni-inchi,Not asserted return values,38,43,5,208,1756,0.18269231,0.20673077,0.02403846,0.02164009,0.02448747,0.00284738,ok
25_jni-inchi,Not asserted side effects,19,13,-6,208,1756,0.09134615,0.06250000,-0.02884615,0.01082005,0.00740319,-0.00341686,ok
25_jni-inchi,Not null assertion,1,14,13,208,1756,0.00480769,0.06730769,0.06250000,0.00056948,0.00797267,0.00740319,ok
25_jni-inchi,Testing only field accesors,60,51,-9,208,1756,0.28846154,0.24519231,-0.04326923,0.03416856,0.02904328,-0.00512528,ok
25_jni-inchi,Testing the same exception scenario,21,0,-21,208,1756,0.10096154,0.00000000,-0.10096154,0.01195900,0.00000000,-0.01195900,ok
26_jipa,Asserting object initialization multiple times,9,7,-2,49,341,0.18367347,0.14285714,-0.04081633,0.02639296,0.02052786,-0.00586510,ok
26_jipa,Not null assertion,0,1,1,49,341,0.00000000,0.02040816,0.02040816,0.00000000,0.00293255,0.00293255,ok
26_jipa,Testing the same exception scenario,18,0,-18,49,341,0.36734694,0.00000000,-0.36734694,0.05278592,0.00000000,-0.05278592,ok
27_gangup,Asserting Constants,9,13,4,582,7181,0.01546392,0.02233677,0.00687285,0.00125331,0.00181033,0.00055703,ok
27_gangup,Asserting object initialization multiple times,201,182,-19,582,7181,0.34536082,0.31271478,-0.03264605,0.02799053,0.02534466,-0.00264587,ok
27_gangup,Duplicated Setup,105,84,-21,582,7181,0.18041237,0.14432990,-0.03608247,0.01462192,0.01169754,-0.00292438,ok
27_gangup,Exceptions due to incomplete setup,26,6,-20,582,7181,0.04467354,0.01030928,-0.03436426,0.00362067,0.00083554,-0.00278513,ok
27_gangup,Exceptions due to null arguments,20,9,-11,582,7181,0.03436426,0.01546392,-0.01890034,0.00278513,0.00125331,-0.00153182,ok
27_gangup,Multiple calls to the same void method,80,82,2,582,7181,0.13745704,0.14089347,0.00343643,0.01114051,0.01141902,0.00027851,ok
27_gangup,Not asserted return values,21,17,-4,582,7181,0.03608247,0.02920962,-0.00687285,0.00292438,0.00236736,-0.00055703,ok
27_gangup,Not asserted side effects,140,131,-9,582,7181,0.24054983,0.22508591,-0.01546392,0.01949589,0.01824258,-0.00125331,ok
27_gangup,Not null assertion,1,23,22,582,7181,0.00171821,0.03951890,0.03780069,0.00013926,0.00320290,0.00306364,ok
27_gangup,Testing only field accesors,80,94,14,582,7181,0.13745704,0.16151203,0.02405498,0.01114051,0.01309010,0.00194959,ok
27_gangup,Testing the same exception scenario,24,2,-22,582,7181,0.04123711,0.00343643,-0.03780069,0.00334215,0.00027851,-0.00306364,ok
28_greencow,Asserting object initialization multiple times,1,1,0,2,25,0.50000000,0.50000000,0.00000000,0.04000000,0.04000000,0.00000000,ok
28_greencow,Not null assertion,0,1,1,2,25,0.00000000,0.50000000,0.50000000,0.00000000,0.04000000,0.04000000,ok
29_apbsmem,Asserting Constants,1,3,2,327,4092,0.00305810,0.00917431,0.00611621,0.00024438,0.00073314,0.00048876,ok
29_apbsmem,Asserting object initialization multiple times,125,118,-7,327,4092,0.38226300,0.36085627,-0.02140673,0.03054741,0.02883675,-0.00171065,ok
29_apbsmem,Duplicated Setup,80,69,-11,327,4092,0.24464832,0.21100917,-0.03363914,0.01955034,0.01686217,-0.00268817,ok
29_apbsmem,Exceptions due to incomplete setup,24,5,-19,327,4092,0.07339450,0.01529052,-0.05810398,0.00586510,0.00122190,-0.00464321,ok
29_apbsmem,Exceptions due to null arguments,10,5,-5,327,4092,0.03058104,0.01529052,-0.01529052,0.00244379,0.00122190,-0.00122190,ok
29_apbsmem,Multiple calls to the same void method,41,52,11,327,4092,0.12538226,0.15902141,0.03363914,0.01001955,0.01270772,0.00268817,ok
29_apbsmem,Not asserted return values,64,17,-47,327,4092,0.19571865,0.05198777,-0.14373089,0.01564027,0.00415445,-0.01148583,ok
29_apbsmem,Not asserted side effects,116,113,-3,327,4092,0.35474006,0.34556575,-0.00917431,0.02834800,0.02761486,-0.00073314,ok
29_apbsmem,Not null assertion,2,20,18,327,4092,0.00611621,0.06116208,0.05504587,0.00048876,0.00488759,0.00439883,ok
29_apbsmem,Testing only field accesors,104,86,-18,327,4092,0.31804281,0.26299694,-0.05504587,0.02541544,0.02101662,-0.00439883,ok
29_apbsmem,Testing the same exception scenario,15,0,-15,327,4092,0.04587156,0.00000000,-0.04587156,0.00366569,0.00000000,-0.00366569,ok
30_bpmail,Asserting Constants,1,0,-1,147,1719,0.00680272,0.00000000,-0.00680272,0.00058173,0.00000000,-0.00058173,ok
30_bpmail,Asserting object initialization multiple times,48,61,13,147,1719,0.32653061,0.41496599,0.08843537,0.02792321,0.03548575,0.00756254,ok
30_bpmail,Duplicated Setup,35,33,-2,147,1719,0.23809524,0.22448980,-0.01360544,0.02036067,0.01919721,-0.00116347,ok
30_bpmail,Exceptions due to incomplete setup,9,0,-9,147,1719,0.06122449,0.00000000,-0.06122449,0.00523560,0.00000000,-0.00523560,ok
30_bpmail,Exceptions due to null arguments,8,0,-8,147,1719,0.05442177,0.00000000,-0.05442177,0.00465387,0.00000000,-0.00465387,ok
30_bpmail,Multiple calls to the same void method,5,11,6,147,1719,0.03401361,0.07482993,0.04081633,0.00290867,0.00639907,0.00349040,ok
30_bpmail,Not asserted return values,11,12,1,147,1719,0.07482993,0.08163265,0.00680272,0.00639907,0.00698080,0.00058173,ok
30_bpmail,Not asserted side effects,42,27,-15,147,1719,0.28571429,0.18367347,-0.10204082,0.02443281,0.01570681,-0.00872600,ok
30_bpmail,Not null assertion,0,9,9,147,1719,0.00000000,0.06122449,0.06122449,0.00000000,0.00523560,0.00523560,ok
30_bpmail,Testing only field accesors,61,55,-6,147,1719,0.41496599,0.37414966,-0.04081633,0.03548575,0.03199535,-0.00349040,ok
30_bpmail,Testing the same exception scenario,5,0,-5,147,1719,0.03401361,0.00000000,-0.03401361,0.00290867,0.00000000,-0.00290867,ok
31_xisemele,Asserting object initialization multiple times,55,41,-14,206,2629,0.26699029,0.19902913,-0.06796117,0.02092050,0.01559528,-0.00532522,ok
31_xisemele,Duplicated Setup,119,108,-11,206,2629,0.57766990,0.52427184,-0.05339806,0.04526436,0.04108026,-0.00418410,ok
31_xisemele,Exceptions due to incomplete setup,10,1,-9,206,2629,0.04854369,0.00485437,-0.04368932,0.00380373,0.00038037,-0.00342335,ok
31_xisemele,Exceptions due to null arguments,4,6,2,206,2629,0.01941748,0.02912621,0.00970874,0.00152149,0.00228224,0.00076075,ok
31_xisemele,Not asserted return values,16,30,14,206,2629,0.07766990,0.14563107,0.06796117,0.00608596,0.01141118,0.00532522,ok
31_xisemele,Not asserted side effects,3,3,0,206,2629,0.01456311,0.01456311,0.00000000,0.00114112,0.00114112,0.00000000,ok
31_xisemele,Not null assertion,0,3,3,206,2629,0.00000000,0.01456311,0.01456311,0.00000000,0.00114112,0.00114112,ok
31_xisemele,Testing only field accesors,6,4,-2,206,2629,0.02912621,0.01941748,-0.00970874,0.00228224,0.00152149,-0.00076075,ok
31_xisemele,Testing the same exception scenario,42,0,-42,206,2629,0.20388350,0.00000000,-0.20388350,0.01597566,0.00000000,-0.01597566,ok
32_httpanalyzer,Asserting Constants,1,2,1,59,818,0.01694915,0.03389831,0.01694915,0.00122249,0.00244499,0.00122249,ok
32_httpanalyzer,Asserting object initialization multiple times,14,13,-1,59,818,0.23728814,0.22033898,-0.01694915,0.01711491,0.01589242,-0.00122249,ok
32_httpanalyzer,Exceptions due to incomplete setup,4,2,-2,59,818,0.06779661,0.03389831,-0.03389831,0.00488998,0.00244499,-0.00244499,ok
32_httpanalyzer,Exceptions due to null arguments,6,3,-3,59,818,0.10169492,0.05084746,-0.05084746,0.00733496,0.00366748,-0.00366748,ok
32_httpanalyzer,Multiple calls to the same void method,5,3,-2,59,818,0.08474576,0.05084746,-0.03389831,0.00611247,0.00366748,-0.00244499,ok
32_httpanalyzer,Not asserted return values,2,2,0,59,818,0.03389831,0.03389831,0.00000000,0.00244499,0.00244499,0.00000000,ok
32_httpanalyzer,Not asserted side effects,6,5,-1,59,818,0.10169492,0.08474576,-0.01694915,0.00733496,0.00611247,-0.00122249,ok
32_httpanalyzer,Not null assertion,0,4,4,59,818,0.00000000,0.06779661,0.06779661,0.00000000,0.00488998,0.00488998,ok
32_httpanalyzer,Testing only field accesors,5,4,-1,59,818,0.08474576,0.06779661,-0.01694915,0.00611247,0.00488998,-0.00122249,ok
32_httpanalyzer,Testing the same exception scenario,2,0,-2,59,818,0.03389831,0.00000000,-0.03389831,0.00244499,0.00000000,-0.00244499,ok
33_javaviewcontrol,Asserting Constants,0,1,1,211,2419,0.00000000,0.00473934,0.00473934,0.00000000,0.00041339,0.00041339,ok
33_javaviewcontrol,Asserting object initialization multiple times,87,77,-10,211,2419,0.41232227,0.36492891,-0.04739336,0.03596527,0.03183134,-0.00413394,ok
33_javaviewcontrol,Duplicated Setup,72,68,-4,211,2419,0.34123223,0.32227488,-0.01895735,0.02976437,0.02811079,-0.00165358,ok
33_javaviewcontrol,Exceptions due to external dependencies,2,1,-1,211,2419,0.00947867,0.00473934,-0.00473934,0.00082679,0.00041339,-0.00041339,ok
33_javaviewcontrol,Exceptions due to null arguments,9,2,-7,211,2419,0.04265403,0.00947867,-0.03317536,0.00372055,0.00082679,-0.00289376,ok
33_javaviewcontrol,Multiple calls to the same void method,17,11,-6,211,2419,0.08056872,0.05213270,-0.02843602,0.00702770,0.00454733,-0.00248036,ok
33_javaviewcontrol,Not asserted return values,20,48,28,211,2419,0.09478673,0.22748815,0.13270142,0.00826788,0.01984291,0.01157503,ok
33_javaviewcontrol,Not asserted side effects,21,15,-6,211,2419,0.09952607,0.07109005,-0.02843602,0.00868127,0.00620091,-0.00248036,ok
33_javaviewcontrol,Not null assertion,3,10,7,211,2419,0.01421801,0.04739336,0.03317536,0.00124018,0.00413394,0.00289376,ok
33_javaviewcontrol,Testing only field accesors,3,3,0,211,2419,0.01421801,0.01421801,0.00000000,0.00124018,0.00124018,0.00000000,ok
33_javaviewcontrol,Testing the same exception scenario,17,2,-15,211,2419,0.08056872,0.00947867,-0.07109005,0.00702770,0.00082679,-0.00620091,ok
34_sbmlreader2,Asserting object initialization multiple times,5,3,-2,17,278,0.29411765,0.17647059,-0.11764706,0.01798561,0.01079137,-0.00719424,ok
34_sbmlreader2,Duplicated Setup,4,0,-4,17,278,0.23529412,0.00000000,-0.23529412,0.01438849,0.00000000,-0.01438849,ok
34_sbmlreader2,Exceptions due to external dependencies,3,3,0,17,278,0.17647059,0.17647059,0.00000000,0.01079137,0.01079137,0.00000000,ok
34_sbmlreader2,Exceptions due to incomplete setup,1,1,0,17,278,0.05882353,0.05882353,0.00000000,0.00359712,0.00359712,0.00000000,ok
34_sbmlreader2,Not asserted return values,5,6,1,17,278,0.29411765,0.35294118,0.05882353,0.01798561,0.02158273,0.00359712,ok
34_sbmlreader2,Not null assertion,0,1,1,17,278,0.00000000,0.05882353,0.05882353,0.00000000,0.00359712,0.00359712,ok
35_corina,Asserting Constants,17,14,-3,1683,22034,0.01010101,0.00831848,-0.00178253,0.00077153,0.00063538,-0.00013615,ok
35_corina,Asserting object initialization multiple times,570,559,-11,1683,22034,0.33868093,0.33214498,-0.00653595,0.02586911,0.02536988,-0.00049923,ok
35_corina,Duplicated Setup,468,364,-104,1683,22034,0.27807487,0.21628045,-0.06179441,0.02123990,0.01651992,-0.00471998,ok
35_corina,Exceptions due to external dependencies,43,43,0,1683,22034,0.02554961,0.02554961,0.00000000,0.00195153,0.00195153,0.00000000,ok
35_corina,Exceptions due to incomplete setup,90,68,-22,1683,22034,0.05347594,0.04040404,-0.01307190,0.00408460,0.00308614,-0.00099846,ok
35_corina,Exceptions due to null arguments,132,101,-31,1683,22034,0.07843137,0.06001188,-0.01841949,0.00599074,0.00458382,-0.00140692,ok
35_corina,Multiple calls to the same void method,157,166,9,1683,22034,0.09328580,0.09863339,0.00534759,0.00712535,0.00753381,0.00040846,ok
35_corina,Not asserted return values,157,170,13,1683,22034,0.09328580,0.10101010,0.00772430,0.00712535,0.00771535,0.00059000,ok
35_corina,Not asserted side effects,227,236,9,1683,22034,0.13487819,0.14022579,0.00534759,0.01030226,0.01071072,0.00040846,ok
35_corina,Not null assertion,16,21,5,1683,22034,0.00950683,0.01247772,0.00297089,0.00072615,0.00095307,0.00022692,ok
35_corina,Testing only field accesors,102,103,1,1683,22034,0.06060606,0.06120024,0.00059418,0.00462921,0.00467459,0.00004538,ok
35_corina,Testing the same exception scenario,126,93,-33,1683,22034,0.07486631,0.05525847,-0.01960784,0.00571844,0.00422075,-0.00149769,ok
36_schemaspy,Asserting object initialization multiple times,184,178,-6,413,6935,0.44552058,0.43099274,-0.01452785,0.02653208,0.02566691,-0.00086518,ok
36_schemaspy,Duplicated Setup,162,123,-39,413,6935,0.39225182,0.29782082,-0.09443099,0.02335977,0.01773612,-0.00562365,ok
36_schemaspy,Exceptions due to external dependencies,8,2,-6,413,6935,0.01937046,0.00484262,-0.01452785,0.00115357,0.00028839,-0.00086518,ok
36_schemaspy,Exceptions due to incomplete setup,11,5,-6,413,6935,0.02663438,0.01210654,-0.01452785,0.00158616,0.00072098,-0.00086518,ok
36_schemaspy,Exceptions due to null arguments,56,9,-47,413,6935,0.13559322,0.02179177,-0.11380145,0.00807498,0.00129776,-0.00677722,ok
36_schemaspy,Multiple calls to the same void method,25,37,12,413,6935,0.06053269,0.08958838,0.02905569,0.00360490,0.00533526,0.00173035,ok
36_schemaspy,Not asserted return values,88,144,56,413,6935,0.21307506,0.34866828,0.13559322,0.01268926,0.02076424,0.00807498,ok
36_schemaspy,Not asserted side effects,54,62,8,413,6935,0.13075061,0.15012107,0.01937046,0.00778659,0.00894016,0.00115357,ok
36_schemaspy,Not null assertion,7,14,7,413,6935,0.01694915,0.03389831,0.01694915,0.00100937,0.00201875,0.00100937,ok
36_schemaspy,Testing only field accesors,39,41,2,413,6935,0.09443099,0.09927361,0.00484262,0.00562365,0.00591204,0.00028839,ok
36_schemaspy,Testing the same exception scenario,68,39,-29,413,6935,0.16464891,0.09443099,-0.07021792,0.00980534,0.00562365,-0.00418169,ok
37_petsoar,Asserting Constants,0,6,6,303,3590,0.00000000,0.01980198,0.01980198,0.00000000,0.00167131,0.00167131,ok
37_petsoar,Asserting object initialization multiple times,103,86,-17,303,3590,0.33993399,0.28382838,-0.05610561,0.02869081,0.02395543,-0.00473538,ok
37_petsoar,Duplicated Setup,34,18,-16,303,3590,0.11221122,0.05940594,-0.05280528,0.00947075,0.00501393,-0.00445682,ok
37_petsoar,Exceptions due to incomplete setup,36,24,-12,303,3590,0.11881188,0.07920792,-0.03960396,0.01002786,0.00668524,-0.00334262,ok
37_petsoar,Exceptions due to null arguments,1,1,0,303,3590,0.00330033,0.00330033,0.00000000,0.00027855,0.00027855,0.00000000,ok
37_petsoar,Multiple calls to the same void method,9,24,15,303,3590,0.02970297,0.07920792,0.04950495,0.00250696,0.00668524,0.00417827,ok
37_petsoar,Not asserted return values,22,23,1,303,3590,0.07260726,0.07590759,0.00330033,0.00612813,0.00640669,0.00027855,ok
37_petsoar,Not asserted side effects,99,99,0,303,3590,0.32673267,0.32673267,0.00000000,0.02757660,0.02757660,0.00000000,ok
37_petsoar,Not null assertion,0,4,4,303,3590,0.00000000,0.01320132,0.01320132,0.00000000,0.00111421,0.00111421,ok
37_petsoar,Testing only field accesors,136,118,-18,303,3590,0.44884488,0.38943894,-0.05940594,0.03788301,0.03286908,-0.00501393,ok
37_petsoar,Testing the same exception scenario,22,12,-10,303,3590,0.07260726,0.03960396,-0.03300330,0.00612813,0.00334262,-0.00278552,ok
38_javabullboard,Asserting Constants,2,3,1,354,3979,0.00564972,0.00847458,0.00282486,0.00050264,0.00075396,0.00025132,ok
38_javabullboard,Asserting object initialization multiple times,90,90,0,354,3979,0.25423729,0.25423729,0.00000000,0.02261875,0.02261875,0.00000000,ok
38_javabullboard,Duplicated Setup,36,20,-16,354,3979,0.10169492,0.05649718,-0.04519774,0.00904750,0.00502639,-0.00402111,ok
38_javabullboard,Exceptions due to external dependencies,1,1,0,354,3979,0.00282486,0.00282486,0.00000000,0.00025132,0.00025132,0.00000000,ok
38_javabullboard,Exceptions due to incomplete setup,11,11,0,354,3979,0.03107345,0.03107345,0.00000000,0.00276451,0.00276451,0.00000000,ok
38_javabullboard,Exceptions due to null arguments,26,10,-16,354,3979,0.07344633,0.02824859,-0.04519774,0.00653431,0.00251319,-0.00402111,ok
38_javabullboard,Multiple calls to the same void method,9,25,16,354,3979,0.02542373,0.07062147,0.04519774,0.00226187,0.00628299,0.00402111,ok
38_javabullboard,Not asserted return values,16,68,52,354,3979,0.04519774,0.19209040,0.14689266,0.00402111,0.01708972,0.01306861,ok
38_javabullboard,Not asserted side effects,31,45,14,354,3979,0.08757062,0.12711864,0.03954802,0.00779090,0.01130937,0.00351847,ok
38_javabullboard,Not null assertion,9,6,-3,354,3979,0.02542373,0.01694915,-0.00847458,0.00226187,0.00150792,-0.00075396,ok
38_javabullboard,Testing only field accesors,33,27,-6,354,3979,0.09322034,0.07627119,-0.01694915,0.00829354,0.00678562,-0.00150792,ok
38_javabullboard,Testing the same exception scenario,99,32,-67,354,3979,0.27966102,0.09039548,-0.18926554,0.02488062,0.00804222,-0.01683840,ok
39_diffi,Asserting object initialization multiple times,32,31,-1,58,626,0.55172414,0.53448276,-0.01724138,0.05111821,0.04952077,-0.00159744,ok
39_diffi,Duplicated Setup,10,8,-2,58,626,0.17241379,0.13793103,-0.03448276,0.01597444,0.01277955,-0.00319489,ok
39_diffi,Multiple calls to the same void method,4,5,1,58,626,0.06896552,0.08620690,0.01724138,0.00638978,0.00798722,0.00159744,ok
39_diffi,Not asserted return values,7,8,1,58,626,0.12068966,0.13793103,0.01724138,0.01118211,0.01277955,0.00159744,ok
39_diffi,Not asserted side effects,6,7,1,58,626,0.10344828,0.12068966,0.01724138,0.00958466,0.01118211,0.00159744,ok
39_diffi,Not null assertion,0,3,3,58,626,0.00000000,0.05172414,0.05172414,0.00000000,0.00479233,0.00479233,ok
39_diffi,Testing only field accesors,11,12,1,58,626,0.18965517,0.20689655,0.01724138,0.01757188,0.01916933,0.00159744,ok
39_diffi,Testing the same exception scenario,2,0,-2,58,626,0.03448276,0.00000000,-0.03448276,0.00319489,0.00000000,-0.00319489,ok
40_glengineer,Asserting object initialization multiple times,179,145,-34,298,3609,0.60067114,0.48657718,-0.11409396,0.04959823,0.04017733,-0.00942089,ok
40_glengineer,Duplicated Setup,141,134,-7,298,3609,0.47315436,0.44966443,-0.02348993,0.03906899,0.03712940,-0.00193960,ok
40_glengineer,Exceptions due to incomplete setup,5,1,-4,298,3609,0.01677852,0.00335570,-0.01342282,0.00138543,0.00027709,-0.00110834,ok
40_glengineer,Exceptions due to null arguments,7,1,-6,298,3609,0.02348993,0.00335570,-0.02013423,0.00193960,0.00027709,-0.00166251,ok
40_glengineer,Multiple calls to the same void method,2,4,2,298,3609,0.00671141,0.01342282,0.00671141,0.00055417,0.00110834,0.00055417,ok
40_glengineer,Not asserted return values,13,32,19,298,3609,0.04362416,0.10738255,0.06375839,0.00360211,0.00886672,0.00526462,ok
40_glengineer,Not asserted side effects,4,5,1,298,3609,0.01342282,0.01677852,0.00335570,0.00110834,0.00138543,0.00027709,ok
40_glengineer,Not null assertion,8,23,15,298,3609,0.02684564,0.07718121,0.05033557,0.00221668,0.00637296,0.00415628,ok
40_glengineer,Testing only field accesors,4,1,-3,298,3609,0.01342282,0.00335570,-0.01006711,0.00110834,0.00027709,-0.00083126,ok
40_glengineer,Testing the same exception scenario,29,3,-26,298,3609,0.09731544,0.01006711,-0.08724832,0.00803547,0.00083126,-0.00720421,ok
41_follow,Asserting Constants,0,20,20,240,3350,0.00000000,0.08333333,0.08333333,0.00000000,0.00597015,0.00597015,ok
41_follow,Asserting object initialization multiple times,95,69,-26,240,3350,0.39583333,0.28750000,-0.10833333,0.02835821,0.02059701,-0.00776119,ok
41_follow,Duplicated Setup,65,57,-8,240,3350,0.27083333,0.23750000,-0.03333333,0.01940299,0.01701493,-0.00238806,ok
41_follow,Exceptions due to incomplete setup,19,7,-12,240,3350,0.07916667,0.02916667,-0.05000000,0.00567164,0.00208955,-0.00358209,ok
41_follow,Exceptions due to null arguments,21,8,-13,240,3350,0.08750000,0.03333333,-0.05416667,0.00626866,0.00238806,-0.00388060,ok
41_follow,Multiple calls to the same void method,19,19,0,240,3350,0.07916667,0.07916667,0.00000000,0.00567164,0.00567164,0.00000000,ok
41_follow,Not asserted return values,22,15,-7,240,3350,0.09166667,0.06250000,-0.02916667,0.00656716,0.00447761,-0.00208955,ok
41_follow,Not asserted side effects,27,27,0,240,3350,0.11250000,0.11250000,0.00000000,0.00805970,0.00805970,0.00000000,ok
41_follow,Not null assertion,2,13,11,240,3350,0.00833333,0.05416667,0.04583333,0.00059701,0.00388060,0.00328358,ok
41_follow,Testing only field accesors,25,20,-5,240,3350,0.10416667,0.08333333,-0.02083333,0.00746269,0.00597015,-0.00149254,ok
41_follow,Testing the same exception scenario,14,6,-8,240,3350,0.05833333,0.02500000,-0.03333333,0.00417910,0.00179104,-0.00238806,ok
42_asphodel,Asserting Constants,0,1,1,60,710,0.00000000,0.01666667,0.01666667,0.00000000,0.00140845,0.00140845,ok
42_asphodel,Asserting object initialization multiple times,30,36,6,60,710,0.50000000,0.60000000,0.10000000,0.04225352,0.05070423,0.00845070,ok
42_asphodel,Duplicated Setup,10,4,-6,60,710,0.16666667,0.06666667,-0.10000000,0.01408451,0.00563380,-0.00845070,ok
42_asphodel,Exceptions due to incomplete setup,1,0,-1,60,710,0.01666667,0.00000000,-0.01666667,0.00140845,0.00000000,-0.00140845,ok
42_asphodel,Exceptions due to null arguments,3,2,-1,60,710,0.05000000,0.03333333,-0.01666667,0.00422535,0.00281690,-0.00140845,ok
42_asphodel,Multiple calls to the same void method,1,3,2,60,710,0.01666667,0.05000000,0.03333333,0.00140845,0.00422535,0.00281690,ok
