project,smell_type,count_before,count_after,delta,test_methods,loc_tests,density_before_tests,density_after_tests,delta_density_tests,density_before_loc,density_after_loc,delta_density_loc,status
42_asphodel,Not asserted return values,7,8,1,60,710,0.11666667,0.13333333,0.01666667,0.00985915,0.01126761,0.00140845,ok
42_asphodel,Not asserted side effects,14,12,-2,60,710,0.23333333,0.20000000,-0.03333333,0.01971831,0.01690141,-0.00281690,ok
42_asphodel,Not null assertion,0,2,2,60,710,0.00000000,0.03333333,0.03333333,0.00000000,0.00281690,0.00281690,ok
42_asphodel,Testing only field accesors,26,25,-1,60,710,0.43333333,0.41666667,-0.01666667,0.03661972,0.03521127,-0.00140845,ok
42_asphodel,Testing the same exception scenario,6,0,-6,60,710,0.10000000,0.00000000,-0.10000000,0.00845070,0.00000000,-0.00845070,ok
45_lotus,Asserting Constants,1,2,1,81,1488,0.01234568,0.02469136,0.01234568,0.00067204,0.00134409,0.00067204,ok
45_lotus,Asserting object initialization multiple times,27,24,-3,81,1488,0.33333333,0.29629630,-0.03703704,0.01814516,0.01612903,-0.00201613,ok
45_lotus,Duplicated Setup,8,0,-8,81,1488,0.09876543,0.00000000,-0.09876543,0.00537634,0.00000000,-0.00537634,ok
45_lotus,Exceptions due to incomplete setup,6,2,-4,81,1488,0.07407407,0.02469136,-0.04938272,0.00403226,0.00134409,-0.00268817,ok
45_lotus,Exceptions due to null arguments,7,1,-6,81,1488,0.08641975,0.01234568,-0.07407407,0.00470430,0.00067204,-0.00403226,ok
45_lotus,Multiple calls to the same void method,4,4,0,81,1488,0.04938272,0.04938272,0.00000000,0.00268817,0.00268817,0.00000000,ok
45_lotus,Not asserted return values,9,5,-4,81,1488,0.11111111,0.06172840,-0.04938272,0.00604839,0.00336022,-0.00268817,ok
45_lotus,Not asserted side effects,9,9,0,81,1488,0.11111111,0.11111111,0.00000000,0.00604839,0.00604839,0.00000000,ok
45_lotus,Not null assertion,0,8,8,81,1488,0.00000000,0.09876543,0.09876543,0.00000000,0.00537634,0.00537634,ok
46_nutzenportfolio,Asserting object initialization multiple times,172,179,7,636,8078,0.27044025,0.28144654,0.01100629,0.02129240,0.02215895,0.00086655,ok
46_nutzenportfolio,Duplicated Setup,234,186,-48,636,8078,0.36792453,0.29245283,-0.07547170,0.02896757,0.02302550,-0.00594206,ok
46_nutzenportfolio,Exceptions due to incomplete setup,15,19,4,636,8078,0.02358491,0.02987421,0.00628931,0.00185690,0.00235207,0.00049517,ok
46_nutzenportfolio,Exceptions due to null arguments,72,62,-10,636,8078,0.11320755,0.09748428,-0.01572327,0.00891310,0.00767517,-0.00123793,ok
46_nutzenportfolio,Multiple calls to the same void method,0,10,10,636,8078,0.00000000,0.01572327,0.01572327,0.00000000,0.00123793,0.00123793,ok
46_nutzenportfolio,Not asserted return values,38,61,23,636,8078,0.05974843,0.09591195,0.03616352,0.00470413,0.00755137,0.00284724,ok
46_nutzenportfolio,Not asserted side effects,163,166,3,636,8078,0.25628931,0.26100629,0.00471698,0.02017826,0.02054964,0.00037138,ok
46_nutzenportfolio,Not null assertion,0,1,1,636,8078,0.00000000,0.00157233,0.00157233,0.00000000,0.00012379,0.00012379,ok
46_nutzenportfolio,Testing only field accesors,294,280,-14,636,8078,0.46226415,0.44025157,-0.02201258,0.03639515,0.03466205,-0.00173310,ok
46_nutzenportfolio,Testing the same exception scenario,173,118,-55,636,8078,0.27201258,0.18553459,-0.08647799,0.02141619,0.01460758,-0.00680862,ok
47_dvd-homevideo,Asserting object initialization multiple times,12,3,-9,14,247,0.85714286,0.21428571,-0.64285714,0.04858300,0.01214575,-0.03643725,ok
47_dvd-homevideo,Exceptions due to incomplete setup,3,0,-3,14,247,0.21428571,0.00000000,-0.21428571,0.01214575,0.00000000,-0.01214575,ok
47_dvd-homevideo,Exceptions due to null arguments,2,0,-2,14,247,0.14285714,0.00000000,-0.14285714,0.00809717,0.00000000,-0.00809717,ok
47_dvd-homevideo,Multiple calls to the same void method,2,2,0,14,247,0.14285714,0.14285714,0.00000000,0.00809717,0.00809717,0.00000000,ok
47_dvd-homevideo,Not asserted return values,0,1,1,14,247,0.00000000,0.07142857,0.07142857,0.00000000,0.00404858,0.00404858,ok
47_dvd-homevideo,Not asserted side effects,2,2,0,14,247,0.14285714,0.14285714,0.00000000,0.00809717,0.00809717,0.00000000,ok
47_dvd-homevideo,Not null assertion,0,2,2,14,247,0.00000000,0.14285714,0.14285714,0.00000000,0.00809717,0.00809717,ok
47_dvd-homevideo,Testing only field accesors,1,0,-1,14,247,0.07142857,0.00000000,-0.07142857,0.00404858,0.00000000,-0.00404858,ok
47_dvd-homevideo,Testing the same exception scenario,2,0,-2,14,247,0.14285714,0.00000000,-0.14285714,0.00809717,0.00000000,-0.00809717,ok
48_resources4j,Asserting object initialization multiple times,13,13,0,16,308,0.81250000,0.81250000,0.00000000,0.04220779,0.04220779,0.00000000,ok
48_resources4j,Duplicated Setup,6,2,-4,16,308,0.37500000,0.12500000,-0.25000000,0.01948052,0.00649351,-0.01298701,ok
48_resources4j,Exceptions due to incomplete setup,2,0,-2,16,308,0.12500000,0.00000000,-0.12500000,0.00649351,0.00000000,-0.00649351,ok
48_resources4j,Not asserted return values,5,4,-1,16,308,0.31250000,0.25000000,-0.06250000,0.01623377,0.01298701,-0.00324675,ok
48_resources4j,Not asserted side effects,4,3,-1,16,308,0.25000000,0.18750000,-0.06250000,0.01298701,0.00974026,-0.00324675,ok
48_resources4j,Not null assertion,0,1,1,16,308,0.00000000,0.06250000,0.06250000,0.00000000,0.00324675,0.00324675,ok
48_resources4j,Testing only field accesors,10,7,-3,16,308,0.62500000,0.43750000,-0.18750000,0.03246753,0.02272727,-0.00974026,ok
49_diebierse,Asserting Constants,1,0,-1,85,1481,0.01176471,0.00000000,-0.01176471,0.00067522,0.00000000,-0.00067522,ok
49_diebierse,Asserting object initialization multiple times,70,55,-15,85,1481,0.82352941,0.64705882,-0.17647059,0.04726536,0.03713707,-0.01012829,ok
49_diebierse,Duplicated Setup,62,56,-6,85,1481,0.72941176,0.65882353,-0.07058824,0.04186361,0.03781229,-0.00405132,ok
49_diebierse,Exceptions due to incomplete setup,2,0,-2,85,1481,0.02352941,0.00000000,-0.02352941,0.00135044,0.00000000,-0.00135044,ok
49_diebierse,Exceptions due to null arguments,7,2,-5,85,1481,0.08235294,0.02352941,-0.05882353,0.00472654,0.00135044,-0.00337610,ok
49_diebierse,Multiple calls to the same void method,3,9,6,85,1481,0.03529412,0.10588235,0.07058824,0.00202566,0.00607698,0.00405132,ok
49_diebierse,Not asserted return values,9,4,-5,85,1481,0.10588235,0.04705882,-0.05882353,0.00607698,0.00270088,-0.00337610,ok
49_diebierse,Not asserted side effects,40,38,-2,85,1481,0.47058824,0.44705882,-0.02352941,0.02700878,0.02565834,-0.00135044,ok
49_diebierse,Not null assertion,0,3,3,85,1481,0.00000000,0.03529412,0.03529412,0.00000000,0.00202566,0.00202566,ok
49_diebierse,Testing only field accesors,54,46,-8,85,1481,0.63529412,0.54117647,-0.09411765,0.03646185,0.03106009,-0.00540176,ok
49_diebierse,Testing the same exception scenario,4,0,-4,85,1481,0.04705882,0.00000000,-0.04705882,0.00270088,0.00000000,-0.00270088,ok
50_biff,Asserting object initialization multiple times,9,16,7,24,334,0.37500000,0.66666667,0.29166667,0.02694611,0.04790419,0.02095808,ok
50_biff,Duplicated Setup,2,0,-2,24,334,0.08333333,0.00000000,-0.08333333,0.00598802,0.00000000,-0.00598802,ok
50_biff,Exceptions due to external dependencies,1,0,-1,24,334,0.04166667,0.00000000,-0.04166667,0.00299401,0.00000000,-0.00299401,ok
50_biff,Not asserted return values,23,11,-12,24,334,0.95833333,0.45833333,-0.50000000,0.06886228,0.03293413,-0.03592814,ok
51_jiprof,Asserting Constants,143,14,-129,1181,14003,0.12108383,0.01185436,-0.10922947,0.01021210,0.00099979,-0.00921231,ok
51_jiprof,Asserting object initialization multiple times,422,334,-88,1181,14003,0.35732430,0.28281118,-0.07451312,0.03013640,0.02385203,-0.00628437,ok
51_jiprof,Duplicated Setup,422,360,-62,1181,14003,0.35732430,0.30482642,-0.05249788,0.03013640,0.02570878,-0.00442762,ok
51_jiprof,Exceptions due to incomplete setup,42,18,-24,1181,14003,0.03556308,0.01524132,-0.02032176,0.00299936,0.00128544,-0.00171392,ok
51_jiprof,Exceptions due to null arguments,67,14,-53,1181,14003,0.05673158,0.01185436,-0.04487722,0.00478469,0.00099979,-0.00378490,ok
51_jiprof,Multiple calls to the same void method,229,225,-4,1181,14003,0.19390347,0.19051651,-0.00338696,0.01635364,0.01606799,-0.00028565,ok
51_jiprof,Not asserted return values,50,63,13,1181,14003,0.04233700,0.05334462,0.01100762,0.00357066,0.00449904,0.00092837,ok
51_jiprof,Not asserted side effects,248,240,-8,1181,14003,0.20999153,0.20321761,-0.00677392,0.01771049,0.01713918,-0.00057131,ok
51_jiprof,Not null assertion,4,40,36,1181,14003,0.00338696,0.03386960,0.03048264,0.00028565,0.00285653,0.00257088,ok
51_jiprof,Testing only field accesors,41,37,-4,1181,14003,0.03471634,0.03132938,-0.00338696,0.00292794,0.00264229,-0.00028565,ok
51_jiprof,Testing the same exception scenario,71,24,-47,1181,14003,0.06011854,0.02032176,-0.03979678,0.00507034,0.00171392,-0.00335642,ok
52_lagoon,Asserting Constants,34,12,-22,528,5794,0.06439394,0.02272727,-0.04166667,0.00586814,0.00207111,-0.00379703,ok
52_lagoon,Asserting object initialization multiple times,146,134,-12,528,5794,0.27651515,0.25378788,-0.02272727,0.02519848,0.02312737,-0.00207111,ok
52_lagoon,Duplicated Setup,166,137,-29,528,5794,0.31439394,0.25946970,-0.05492424,0.02865033,0.02364515,-0.00500518,ok
52_lagoon,Exceptions due to external dependencies,22,7,-15,528,5794,0.04166667,0.01325758,-0.02840909,0.00379703,0.00120815,-0.00258889,ok
52_lagoon,Exceptions due to incomplete setup,32,3,-29,528,5794,0.06060606,0.00568182,-0.05492424,0.00552295,0.00051778,-0.00500518,ok
52_lagoon,Exceptions due to null arguments,22,5,-17,528,5794,0.04166667,0.00946970,-0.03219697,0.00379703,0.00086296,-0.00293407,ok
52_lagoon,Multiple calls to the same void method,80,78,-2,528,5794,0.15151515,0.14772727,-0.00378788,0.01380739,0.01346220,-0.00034518,ok
52_lagoon,Not asserted return values,25,46,21,528,5794,0.04734848,0.08712121,0.03977273,0.00431481,0.00793925,0.00362444,ok
52_lagoon,Not asserted side effects,104,103,-1,528,5794,0.19696970,0.19507576,-0.00189394,0.01794960,0.01777701,-0.00017259,ok
52_lagoon,Not null assertion,5,36,31,528,5794,0.00946970,0.06818182,0.05871212,0.00086296,0.00621332,0.00535036,ok
52_lagoon,Testing only field accesors,32,28,-4,528,5794,0.06060606,0.05303030,-0.00757576,0.00552295,0.00483259,-0.00069037,ok
52_lagoon,Testing the same exception scenario,68,0,-68,528,5794,0.12878788,0.00000000,-0.12878788,0.01173628,0.00000000,-0.01173628,ok
53_shp2kml,Asserting object initialization multiple times,7,4,-3,17,226,0.41176471,0.23529412,-0.17647059,0.03097345,0.01769912,-0.01327434,ok
53_shp2kml,Exceptions due to incomplete setup,3,0,-3,17,226,0.17647059,0.00000000,-0.17647059,0.01327434,0.00000000,-0.01327434,ok
53_shp2kml,Not asserted return values,0,1,1,17,226,0.00000000,0.05882353,0.05882353,0.00000000,0.00442478,0.00442478,ok
53_shp2kml,Not null assertion,1,1,0,17,226,0.05882353,0.05882353,0.00000000,0.00442478,0.00442478,0.00000000,ok
53_shp2kml,Testing the same exception scenario,2,0,-2,17,226,0.11764706,0.00000000,-0.11764706,0.00884956,0.00000000,-0.00884956,ok
54_db-everywhere,Asserting object initialization multiple times,226,202,-24,807,10733,0.28004957,0.25030979,-0.02973978,0.02105655,0.01882046,-0.00223609,ok
54_db-everywhere,Duplicated Setup,338,323,-15,807,10733,0.41883519,0.40024783,-0.01858736,0.03149166,0.03009410,-0.00139756,ok
54_db-everywhere,Exceptions due to incomplete setup,13,11,-2,807,10733,0.01610905,0.01363073,-0.00247831,0.00121122,0.00102488,-0.00018634,ok
54_db-everywhere,Exceptions due to null arguments,84,73,-11,807,10733,0.10408922,0.09045849,-0.01363073,0.00782633,0.00680145,-0.00102488,ok
54_db-everywhere,Multiple calls to the same void method,119,159,40,807,10733,0.14745973,0.19702602,0.04956629,0.01108730,0.01481412,0.00372682,ok
54_db-everywhere,Not asserted return values,130,93,-37,807,10733,0.16109046,0.11524164,-0.04584882,0.01211218,0.00866487,-0.00344731,ok
54_db-everywhere,Not asserted side effects,292,301,9,807,10733,0.36183395,0.37298637,0.01115242,0.02720581,0.02804435,0.00083854,ok
54_db-everywhere,Not null assertion,0,4,4,807,10733,0.00000000,0.00495663,0.00495663,0.00000000,0.00037268,0.00037268,ok
54_db-everywhere,Testing only field accesors,254,227,-27,807,10733,0.31474597,0.28128872,-0.03345725,0.02366533,0.02114973,-0.00251561,ok
54_db-everywhere,Testing the same exception scenario,101,88,-13,807,10733,0.12515489,0.10904585,-0.01610905,0.00941023,0.00819901,-0.00121122,ok
55_lavalamp,Asserting object initialization multiple times,62,60,-2,181,2370,0.34254144,0.33149171,-0.01104972,0.02616034,0.02531646,-0.00084388,ok
55_lavalamp,Duplicated Setup,29,21,-8,181,2370,0.16022099,0.11602210,-0.04419890,0.01223629,0.00886076,-0.00337553,ok
55_lavalamp,Exceptions due to external dependencies,2,0,-2,181,2370,0.01104972,0.00000000,-0.01104972,0.00084388,0.00000000,-0.00084388,ok
55_lavalamp,Exceptions due to incomplete setup,11,4,-7,181,2370,0.06077348,0.02209945,-0.03867403,0.00464135,0.00168776,-0.00295359,ok
55_lavalamp,Exceptions due to null arguments,7,2,-5,181,2370,0.03867403,0.01104972,-0.02762431,0.00295359,0.00084388,-0.00210970,ok
55_lavalamp,Multiple calls to the same void method,7,13,6,181,2370,0.03867403,0.07182320,0.03314917,0.00295359,0.00548523,0.00253165,ok
55_lavalamp,Not asserted return values,18,8,-10,181,2370,0.09944751,0.04419890,-0.05524862,0.00759494,0.00337553,-0.00421941,ok
55_lavalamp,Not asserted side effects,43,41,-2,181,2370,0.23756906,0.22651934,-0.01104972,0.01814346,0.01729958,-0.00084388,ok
55_lavalamp,Not null assertion,0,7,7,181,2370,0.00000000,0.03867403,0.03867403,0.00000000,0.00295359,0.00295359,ok
55_lavalamp,Testing only field accesors,51,49,-2,181,2370,0.28176796,0.27071823,-0.01104972,0.02151899,0.02067511,-0.00084388,ok
55_lavalamp,Testing the same exception scenario,5,3,-2,181,2370,0.02762431,0.01657459,-0.01104972,0.00210970,0.00126582,-0.00084388,ok
56_jhandballmoves,Asserting Constants,47,15,-32,465,6371,0.10107527,0.03225806,-0.06881720,0.00737718,0.00235442,-0.00502276,ok
56_jhandballmoves,Asserting object initialization multiple times,140,117,-23,465,6371,0.30107527,0.25161290,-0.04946237,0.02197457,0.01836446,-0.00361011,ok
56_jhandballmoves,Duplicated Setup,249,206,-43,465,6371,0.53548387,0.44301075,-0.09247312,0.03908335,0.03233401,-0.00674933,ok
56_jhandballmoves,Exceptions due to incomplete setup,24,8,-16,465,6371,0.05161290,0.01720430,-0.03440860,0.00376707,0.00125569,-0.00251138,ok
56_jhandballmoves,Exceptions due to null arguments,26,6,-20,465,6371,0.05591398,0.01290323,-0.04301075,0.00408099,0.00094177,-0.00313922,ok
56_jhandballmoves,Multiple calls to the same void method,187,190,3,465,6371,0.40215054,0.40860215,0.00645161,0.02935175,0.02982263,0.00047088,ok
56_jhandballmoves,Not asserted return values,23,20,-3,465,6371,0.04946237,0.04301075,-0.00645161,0.00361011,0.00313922,-0.00047088,ok
56_jhandballmoves,Not asserted side effects,236,235,-1,465,6371,0.50752688,0.50537634,-0.00215054,0.03704285,0.03688589,-0.00015696,ok
56_jhandballmoves,Not null assertion,0,21,21,465,6371,0.00000000,0.04516129,0.04516129,0.00000000,0.00329619,0.00329619,ok
56_jhandballmoves,Testing only field accesors,36,33,-3,465,6371,0.07741935,0.07096774,-0.00645161,0.00565060,0.00517972,-0.00047088,ok
56_jhandballmoves,Testing the same exception scenario,16,2,-14,465,6371,0.03440860,0.00430108,-0.03010753,0.00251138,0.00031392,-0.00219746,ok
57_hft-bomberman,Asserting Constants,10,4,-6,511,7288,0.01956947,0.00782779,-0.01174168,0.00137212,0.00054885,-0.00082327,ok
57_hft-bomberman,Asserting object initialization multiple times,244,182,-62,511,7288,0.47749511,0.35616438,-0.12133072,0.03347969,0.02497256,-0.00850714,ok
57_hft-bomberman,Duplicated Setup,191,139,-52,511,7288,0.37377691,0.27201566,-0.10176125,0.02620746,0.01907245,-0.00713502,ok
57_hft-bomberman,Exceptions due to incomplete setup,20,7,-13,511,7288,0.03913894,0.01369863,-0.02544031,0.00274424,0.00096048,-0.00178375,ok
57_hft-bomberman,Exceptions due to null arguments,42,9,-33,511,7288,0.08219178,0.01761252,-0.06457926,0.00576290,0.00123491,-0.00452799,ok
57_hft-bomberman,Multiple calls to the same void method,51,56,5,511,7288,0.09980431,0.10958904,0.00978474,0.00699780,0.00768386,0.00068606,ok
57_hft-bomberman,Not asserted return values,76,28,-48,511,7288,0.14872798,0.05479452,-0.09393346,0.01042810,0.00384193,-0.00658617,ok
57_hft-bomberman,Not asserted side effects,114,114,0,511,7288,0.22309198,0.22309198,0.00000000,0.01564215,0.01564215,0.00000000,ok
57_hft-bomberman,Not null assertion,7,21,14,511,7288,0.01369863,0.04109589,0.02739726,0.00096048,0.00288145,0.00192097,ok
57_hft-bomberman,Testing only field accesors,85,67,-18,511,7288,0.16634051,0.13111546,-0.03522505,0.01166301,0.00919319,-0.00246981,ok
57_hft-bomberman,Testing the same exception scenario,24,2,-22,511,7288,0.04696673,0.00391389,-0.04305284,0.00329308,0.00027442,-0.00301866,ok
58_fps370,Asserting object initialization multiple times,28,19,-9,51,768,0.54901961,0.37254902,-0.17647059,0.03645833,0.02473958,-0.01171875,ok
58_fps370,Duplicated Setup,18,15,-3,51,768,0.35294118,0.29411765,-0.05882353,0.02343750,0.01953125,-0.00390625,ok
58_fps370,Exceptions due to null arguments,2,1,-1,51,768,0.03921569,0.01960784,-0.01960784,0.00260417,0.00130208,-0.00130208,ok
58_fps370,Multiple calls to the same void method,2,2,0,51,768,0.03921569,0.03921569,0.00000000,0.00260417,0.00260417,0.00000000,ok
58_fps370,Not asserted return values,10,1,-9,51,768,0.19607843,0.01960784,-0.17647059,0.01302083,0.00130208,-0.01171875,ok
58_fps370,Not asserted side effects,6,6,0,51,768,0.11764706,0.11764706,0.00000000,0.00781250,0.00781250,0.00000000,ok
58_fps370,Not null assertion,0,2,2,51,768,0.00000000,0.03921569,0.03921569,0.00000000,0.00260417,0.00260417,ok
58_fps370,Testing only field accesors,2,5,3,51,768,0.03921569,0.09803922,0.05882353,0.00260417,0.00651042,0.00390625,ok
58_fps370,Testing the same exception scenario,2,0,-2,51,768,0.03921569,0.00000000,-0.03921569,0.00260417,0.00000000,-0.00260417,ok
59_mygrid,Asserting Constants,0,1,1,369,4352,0.00000000,0.00271003,0.00271003,0.00000000,0.00022978,0.00022978,ok
59_mygrid,Asserting object initialization multiple times,143,103,-40,369,4352,0.38753388,0.27913279,-0.10840108,0.03285846,0.02366728,-0.00919118,ok
59_mygrid,Duplicated Setup,122,98,-24,369,4352,0.33062331,0.26558266,-0.06504065,0.02803309,0.02251838,-0.00551471,ok
59_mygrid,Exceptions due to incomplete setup,4,0,-4,369,4352,0.01084011,0.00000000,-0.01084011,0.00091912,0.00000000,-0.00091912,ok
59_mygrid,Multiple calls to the same void method,141,140,-1,369,4352,0.38211382,0.37940379,-0.00271003,0.03239890,0.03216912,-0.00022978,ok
59_mygrid,Not asserted return values,55,5,-50,369,4352,0.14905149,0.01355014,-0.13550136,0.01263787,0.00114890,-0.01148897,ok
59_mygrid,Not asserted side effects,152,145,-7,369,4352,0.41192412,0.39295393,-0.01897019,0.03492647,0.03331801,-0.00160846,ok
59_mygrid,Not null assertion,0,14,14,369,4352,0.00000000,0.03794038,0.03794038,0.00000000,0.00321691,0.00321691,ok
59_mygrid,Testing only field accesors,2,31,29,369,4352,0.00542005,0.08401084,0.07859079,0.00045956,0.00712316,0.00666360,ok
59_mygrid,Testing the same exception scenario,2,0,-2,369,4352,0.00542005,0.00000000,-0.00542005,0.00045956,0.00000000,-0.00045956,ok
60_sugar,Asserting Constants,0,4,4,213,2610,0.00000000,0.01877934,0.01877934,0.00000000,0.00153257,0.00153257,ok
60_sugar,Asserting object initialization multiple times,90,76,-14,213,2610,0.42253521,0.35680751,-0.06572770,0.03448276,0.02911877,-0.00536398,ok
60_sugar,Duplicated Setup,75,66,-9,213,2610,0.35211268,0.30985915,-0.04225352,0.02873563,0.02528736,-0.00344828,ok
60_sugar,Exceptions due to incomplete setup,7,4,-3,213,2610,0.03286385,0.01877934,-0.01408451,0.00268199,0.00153257,-0.00114943,ok
60_sugar,Exceptions due to null arguments,2,0,-2,213,2610,0.00938967,0.00000000,-0.00938967,0.00076628,0.00000000,-0.00076628,ok
60_sugar,Multiple calls to the same void method,35,40,5,213,2610,0.16431925,0.18779343,0.02347418,0.01340996,0.01532567,0.00191571,ok
60_sugar,Not asserted return values,23,20,-3,213,2610,0.10798122,0.09389671,-0.01408451,0.00881226,0.00766284,-0.00114943,ok
60_sugar,Not asserted side effects,52,49,-3,213,2610,0.24413146,0.23004695,-0.01408451,0.01992337,0.01877395,-0.00114943,ok
60_sugar,Not null assertion,4,10,6,213,2610,0.01877934,0.04694836,0.02816901,0.00153257,0.00383142,0.00229885,ok
60_sugar,Testing only field accesors,25,21,-4,213,2610,0.11737089,0.09859155,-0.01877934,0.00957854,0.00804598,-0.00153257,ok
60_sugar,Testing the same exception scenario,17,5,-12,213,2610,0.07981221,0.02347418,-0.05633803,0.00651341,0.00191571,-0.00459770,ok
61_noen,Asserting Constants,8,6,-2,1811,22842,0.00441745,0.00331309,-0.00110436,0.00035023,0.00026267,-0.00008756,ok
61_noen,Asserting object initialization multiple times,654,546,-108,1811,22842,0.36112645,0.30149089,-0.05963556,0.02863147,0.02390334,-0.00472813,ok
61_noen,Duplicated Setup,438,329,-109,1811,22842,0.24185533,0.18166759,-0.06018774,0.01917520,0.01440329,-0.00477191,ok
61_noen,Exceptions due to external dependencies,3,0,-3,1811,22842,0.00165654,0.00000000,-0.00165654,0.00013134,0.00000000,-0.00013134,ok
61_noen,Exceptions due to incomplete setup,84,41,-43,1811,22842,0.04638321,0.02263943,-0.02374379,0.00367744,0.00179494,-0.00188250,ok
61_noen,Exceptions due to null arguments,78,24,-54,1811,22842,0.04307013,0.01325235,-0.02981778,0.00341476,0.00105070,-0.00236407,ok
61_noen,Multiple calls to the same void method,71,71,0,1811,22842,0.03920486,0.03920486,0.00000000,0.00310831,0.00310831,0.00000000,ok
61_noen,Not asserted return values,418,275,-143,1811,22842,0.23081171,0.15184981,-0.07896190,0.01829962,0.01203923,-0.00626040,ok
61_noen,Not asserted side effects,194,170,-24,1811,22842,0.10712314,0.09387079,-0.01325235,0.00849313,0.00744243,-0.00105070,ok
61_noen,Not null assertion,15,70,55,1811,22842,0.00828272,0.03865268,0.03036996,0.00065669,0.00306453,0.00240785,ok
61_noen,Testing only field accesors,339,299,-40,1811,22842,0.18718940,0.16510215,-0.02208724,0.01484108,0.01308992,-0.00175116,ok
61_noen,Testing the same exception scenario,56,20,-36,1811,22842,0.03092214,0.01104362,-0.01987852,0.00245162,0.00087558,-0.00157604,ok
63_objectexplorer,Asserting Constants,2,2,0,454,5938,0.00440529,0.00440529,0.00000000,0.00033681,0.00033681,0.00000000,ok
63_objectexplorer,Asserting object initialization multiple times,130,123,-7,454,5938,0.28634361,0.27092511,-0.01541850,0.02189289,0.02071405,-0.00117885,ok
63_objectexplorer,Duplicated Setup,137,115,-22,454,5938,0.30176211,0.25330396,-0.04845815,0.02307174,0.01936679,-0.00370495,ok
63_objectexplorer,Exceptions due to incomplete setup,11,10,-1,454,5938,0.02422907,0.02202643,-0.00220264,0.00185248,0.00168407,-0.00016841,ok
63_objectexplorer,Exceptions due to null arguments,11,11,0,454,5938,0.02422907,0.02422907,0.00000000,0.00185248,0.00185248,0.00000000,ok
63_objectexplorer,Multiple calls to the same void method,37,33,-4,454,5938,0.08149780,0.07268722,-0.00881057,0.00623105,0.00555743,-0.00067363,ok
63_objectexplorer,Not asserted return values,13,14,1,454,5938,0.02863436,0.03083700,0.00220264,0.00218929,0.00235770,0.00016841,ok
63_objectexplorer,Not asserted side effects,74,65,-9,454,5938,0.16299559,0.14317181,-0.01982379,0.01246211,0.01094645,-0.00151566,ok
63_objectexplorer,Not null assertion,0,2,2,454,5938,0.00000000,0.00440529,0.00440529,0.00000000,0.00033681,0.00033681,ok
63_objectexplorer,Testing only field accesors,62,62,0,454,5938,0.13656388,0.13656388,0.00000000,0.01044123,0.01044123,0.00000000,ok
63_objectexplorer,Testing the same exception scenario,43,36,-7,454,5938,0.09471366,0.07929515,-0.01541850,0.00724150,0.00606265,-0.00117885,ok
65_gsftp,Asserting object initialization multiple times,20,21,1,89,1011,0.22471910,0.23595506,0.01123596,0.01978239,0.02077151,0.00098912,ok
65_gsftp,Duplicated Setup,5,12,7,89,1011,0.05617978,0.13483146,0.07865169,0.00494560,0.01186944,0.00692384,ok
65_gsftp,Exceptions due to incomplete setup,11,11,0,89,1011,0.12359551,0.12359551,0.00000000,0.01088032,0.01088032,0.00000000,ok
65_gsftp,Exceptions due to null arguments,11,10,-1,89,1011,0.12359551,0.11235955,-0.01123596,0.01088032,0.00989120,-0.00098912,ok
65_gsftp,Multiple calls to the same void method,2,2,0,89,1011,0.02247191,0.02247191,0.00000000,0.00197824,0.00197824,0.00000000,ok
65_gsftp,Not asserted return values,11,7,-4,89,1011,0.12359551,0.07865169,-0.04494382,0.01088032,0.00692384,-0.00395648,ok
65_gsftp,Not asserted side effects,11,9,-2,89,1011,0.12359551,0.10112360,-0.02247191,0.01088032,0.00890208,-0.00197824,ok
65_gsftp,Not null assertion,2,1,-1,89,1011,0.02247191,0.01123596,-0.01123596,0.00197824,0.00098912,-0.00098912,ok
65_gsftp,Testing only field accesors,19,20,1,89,1011,0.21348315,0.22471910,0.01123596,0.01879327,0.01978239,0.00098912,ok
65_gsftp,Testing the same exception scenario,9,3,-6,89,1011,0.10112360,0.03370787,-0.06741573,0.00890208,0.00296736,-0.00593472,ok
67_gae-app-manager,Asserting object initialization multiple times,14,10,-4,27,336,0.51851852,0.37037037,-0.14814815,0.04166667,0.02976190,-0.01190476,ok
67_gae-app-manager,Duplicated Setup,0,5,5,27,336,0.00000000,0.18518519,0.18518519,0.00000000,0.01488095,0.01488095,ok
67_gae-app-manager,Exceptions due to incomplete setup,1,1,0,27,336,0.03703704,0.03703704,0.00000000,0.00297619,0.00297619,0.00000000,ok
67_gae-app-manager,Multiple calls to the same void method,0,4,4,27,336,0.00000000,0.14814815,0.14814815,0.00000000,0.01190476,0.01190476,ok
67_gae-app-manager,Not asserted return values,9,0,-9,27,336,0.33333333,0.00000000,-0.33333333,0.02678571,0.00000000,-0.02678571,ok
67_gae-app-manager,Not asserted side effects,8,9,1,27,336,0.29629630,0.33333333,0.03703704,0.02380952,0.02678571,0.00297619,ok
67_gae-app-manager,Not null assertion,0,1,1,27,336,0.00000000,0.03703704,0.03703704,0.00000000,0.00297619,0.00297619,ok
67_gae-app-manager,Testing only field accesors,19,16,-3,27,336,0.70370370,0.59259259,-0.11111111,0.05654762,0.04761905,-0.00892857,ok
68_biblestudy,Asserting Constants,1,1,0,246,2468,0.00406504,0.00406504,0.00000000,0.00040519,0.00040519,0.00000000,ok
68_biblestudy,Asserting object initialization multiple times,101,99,-2,246,2468,0.41056911,0.40243902,-0.00813008,0.04092382,0.04011345,-0.00081037,ok
